attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,poor,good,0,32713768,0,,awesome,5,GNED101,"Easy grader. Very encouraging. Very approachable. You won't regret taking his Intro to Arts and Science class @Humber College. This is where he taught me in Fall 2019. Just show up, listen and do the in class assignments. I'm not sure another professor could make such a class so interesting &amp; grade A-able. Go Humber for having him teach us.",12/19/2019,1.0,1.0,,5,N/A,5.0,5.0,1,No,1576723478000,Yes,4928,Yes,,A,"['Gives good feedback', 'Inspirational', 'Amazing lectures']",people,people
Mandatory,good,poor,good,1,31736555,0,,awesome,5,ANTH205,Mark is the best teacher had the best experiences at Humber with him took his GNED101 and then ANTH205 classes truly a the greatest professor. Very energetic and interactive with the classes. Would select,05/01/2019,1.0,1.0,,5,N/A,5.0,5.0,1,Yes,1556743925000,Yes,4928,No,,A-,"['Caring', 'Participation matters', 'Amazing lectures']",people,person
Mandatory,good,average,good,0,31684096,0,,awesome,5,ANTH205,"It is very rare to come across teachers who genuinely, truly care about their students' well being as Mark does. His lectures are enjoyable and interesting, but beyond that, each individual in the classroom feels included and valued. His kindness as a human being knows no end. My only complaint is that his class is coming to an end!",04/26/2019,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1556256677000,Yes,4928,Yes,,A+,"['Caring', 'Inspirational', 'Amazing lectures']",people,people
Mandatory,average,good,average,0,31602656,0,,average,3,AHSS1330,"Nothing posted online, be ready to show up to class and jot everything down. Fast talker which makes it hard to make notes. Watches a lot of videos which will show up on final exam.",04/16/2019,5.0,5.0,,3,N/A,3.0,3.0,1,No,1555423035000,No,4928,Yes,,N/A,"['Participation matters', ""Skip class? You won't pass.""]",people,people
Not Mandatory,good,average,good,1,29472756,0,,awesome,5,GNED101,"MARK IS THE BEST TEACHER I HAVE EVER HAD! In the past I have hated classes on sociology, anthropology and the like but Mark made the classes really enjoyable and fun. I am almost done my semester with his classes and I wish he taught more classes at HUmber that I could take!!!",01/18/2018,2.0,2.0,,5,N/A,5.0,5.0,1,No,1516281314000,Yes,4928,Yes,,A+,"['Amazing lectures', 'Inspirational', 'Hilarious']",people,person
N/A,good,average,good,1,28955402,0,,awesome,5,ANTH1000,"So brilliant! And hilarious, engaging, and all around interesting. Anthropology wasn't my cup of tea in high-school but he makes it so enjoyable. The textbook is needed for this course but I'm not even mad about it, he makes me want to actually do the readings. Awesome prof.",11/23/2017,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1511439565000,Yes,4928,Yes,,N/A,"['Amazing lectures', 'Inspirational', 'Respected']",people,person
N/A,average,poor,average,3,26372874,0,online,good,3,GNED101,"I took this class online, as it was my second time taking an online course it was still a bit confusing. Mark was always easy to email and responded back really fast, he was also VERY understanding and a great person in general. Really laid back and provided me chances to help increase my grade with giving me more time with discussion questions.",04/25/2016,1.0,1.0,,4,N/A,3.5,3.5,1,No,1461598526000,N/A,4928,Yes,,N/A,"['Gives good feedback', 'Clear grading criteria', 'Caring']",people,people
Mandatory,good,average,good,11,25185211,0,,awesome,5,ANTH205,He's a beautiful mind and soul. I fear I won't come across a professor as true and knowledgable as him again. ,09/12/2015,2.0,2.0,,5,It's my life,5.0,5.0,1,Yes,1442017259000,N/A,4928,Yes,,A+,"['Gives good feedback', 'Inspirational', 'Amazing lectures']",people,people
Not Mandatory,good,average,good,10,24534514,0,,awesome,5,ANTH205,"What can I say about Mark... He is the most incredible, most inspirational, most dedicated professor (no... human being!) I have come across in my years as a student. Yes, he is eccentric but that's only because he's beyond brilliant. I had him for GNED and ended up taking his anthro course. The best part: all of it. Worst part: that it has to end.",04/01/2015,2.0,2.0,,5,It's my life,5.0,5.0,1,Yes,1427931422000,Yes,4928,Yes,,A+,"['Inspirational', 'Amazing lectures']",people,people
Mandatory,good,poor,good,2,24080256,0,,awesome,5,GNED101,"When I first met Mark, I thought ""well he's different"". However, it's different in a really, nice, unstuffy (if there's such a word) way. Certainly unconventional but quite a refreshing change from the norm, the mundane, the ordinary.  He is obviously brilliant. Would do another class with him. I'm just glad I got to sit in his class. ",12/15/2014,1.0,1.0,,5,It's my life,5.0,5.0,1,No,1418604599000,Yes,4928,Yes,,N/A,"['Gives good feedback', 'Amazing lectures']",people,people
