attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,average,average,average,0,30487263,0,,poor,2,FSC100,"Makes the course seem tougher than it is, long as you read over the notes you'll do fine, course is very knowledge and participation based, if you dont want to show up to clas make sure u have the notes because he doesn't post, do the assignment for participation instead of tophat if plan on being absent alot itll get u the marks needed in one go",09/06/2018,2.0,2.0,,2,N/A,2.0,2.0,1,No,1536275748000,No,4928,Yes,,N/A,"['Lecture heavy', 'Participation matters']",people,people
N/A,average,average,average,0,30338153,0,,average,3,FSC100,"He's okay. He knows his stuff, his lectures are just very boring. He encourages students to come to class by not posting any slides (which can be a disadvantage - debatable). The course was overall pretty easy if you came to class and did the readings.",07/11/2018,3.0,3.0,,3,N/A,3.0,3.0,1,Yes,1531340038000,No,4928,No,,N/A,[],people,people
Mandatory,poor,good,poor,8,29646549,0,,awful,1,FSC100,Terrible prof deserves 0/5. He makes threats to try to scare the class into obeying him. Also if you get sick for a test he will give a completely different written test that is a lot harder instead of the original multiple choice test.,03/12/2018,5.0,5.0,,1,N/A,1.0,1.0,1,Yes,1520890243000,No,4928,Yes,,N/A,"[""Skip class? You won't pass."", 'Tough grader', 'Beware of pop quizzes']",people,people
Mandatory,poor,good,poor,8,29553658,0,,awful,1,FSC100,needs to be a better presenter,02/10/2018,5.0,5.0,,1,N/A,1.0,1.0,1,Yes,1518234352000,No,4928,No,,N/A,[],people,people
Mandatory,good,average,good,3,29544880,11,,awesome,5,FSC100,"Prof Cahn is funny and interesting, just because he doesn't post slides and hand you stuff on a silver platter doesn't mean he's a bad prof, unlike most people unprepared for uni in the reviews say. He gave us a whole guide for the midterm and an alternative option to TopHat, he did not &quot;force&quot; it upon us. So far, he's one of my favorite profs here",02/07/2018,2.0,2.0,,5,N/A,5.0,5.0,1,Yes,1518014891000,Yes,4928,Yes,,N/A,"['Hilarious', ""Skip class? You won't pass."", 'Amazing lectures']",people,people
Mandatory,poor,good,poor,11,29519635,2,,awful,1,FSC100,Absolutely horrible. Professor Cahn't teach as he never posts slides online. He improved his speaking skills a tad last week but this week he has become dry and boring again. He only gives a 3 minute break in between his 2 hour lecture(despite uni policy saying that 2 hour classes need 10 minutes). Overall a frustrating individual to deal with.,01/30/2018,5.0,5.0,,1,N/A,1.0,1.0,1,Yes,1517328941000,No,4928,N/A,,N/A,"[""Skip class? You won't pass."", 'Beware of pop quizzes', 'Lecture heavy']",people,people
Mandatory,good,average,good,1,29492287,14,,awesome,5,FSC100,"Honestly, he's actually not a bad prof, he reads off the slides yeah and he makes you buy TopHat for $26 but hes actually very informative, he knows what hes talking about instead of being unsure and hes fair to all TopHat grading which is where you get your marks and is helpful through the assignment. Probably one of the better profs at UTM.",01/23/2018,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1516710954000,Yes,4928,Yes,,N/A,"['Participation matters', 'Gives good feedback']",people,person
Mandatory,good,average,good,1,29490287,16,,awesome,5,FSC100,Inspirational prof,01/22/2018,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1516661113000,Yes,4928,N/A,,N/A,"['Clear grading criteria', 'Amazing lectures', 'Respected']",people,person
Mandatory,poor,good,poor,17,29490273,1,,awful,1,FSC100,Extremely unhelpful; makes no effort to post slides online as his massive ego wants to force students to attend his dry lectures in person. He also uses tophat which is basically iclicker behind a pay wall with bad internet.,01/22/2018,5.0,5.0,,1,N/A,1.0,1.0,1,Yes,1516660943000,No,4928,N/A,,N/A,"[""Skip class? You won't pass."", 'Participation matters', 'Lecture heavy']",person,people
Mandatory,good,average,good,2,29490095,14,,awesome,5,FSC100,Good guy.,01/22/2018,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1516659115000,Yes,4928,Yes,,A-,"['Graded by few things', ""Skip class? You won't pass."", 'Get ready to read']",people,people
Mandatory,poor,good,poor,17,29397242,3,,awful,1,FSC100,Doesn't post lecture slides online or let you take recording,01/05/2018,5.0,5.0,,1,N/A,1.0,1.0,1,Yes,1515182023000,No,4928,Yes,,N/A,"[""Skip class? You won't pass."", 'Tough grader', 'Beware of pop quizzes']",people,people
Mandatory,poor,good,poor,1,28718131,13,,awful,1,FSC100,"Ol' Joel was the best lecturer ive ever had, there's nothing you Cahn't do",10/05/2017,5.0,5.0,,1,N/A,1.0,1.0,1,No,1507202563000,Yes,4928,N/A,,A+,"['Hilarious', 'Inspirational', 'Amazing lectures']",people,person
