attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,good,average,good,0,32859115,0,,awesome,5,POL111,"He was a great professor, his tests and essays were very precise and if you just put a bit of effort into his class, you will do well",01/22/2020,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1579724870000,Yes,4928,Yes,,B+,"['Amazing lectures', 'Hilarious', 'Clear grading criteria']",people,people
Not Mandatory,good,average,good,0,32850625,0,,good,4,ENV221,"The prof is nice, and he posted all the important points on Powerpoint that you even do not need to go to the lecture. If you good at memorizing, you will get a good grade.",01/20/2020,3.0,3.0,,4,N/A,4.0,4.0,1,No,1579486795000,Yes,4928,Yes,,A-,[],people,people
Not Mandatory,good,average,good,0,32779125,0,,awesome,5,POL214Y,"You can afford to miss lectures, but definitely attend the one before the midterm and give yourself a couple of weeks to research your essay. Otherwise, Pond's lectures are funny and light, and his lecture slides are extremely useful and contain everything you need to know.",12/31/2019,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1577832192000,Yes,4928,Yes,,N/A,[],people,people
Not Mandatory,good,average,good,0,32461091,0,,awesome,5,POL214Y,"I have taken a few courses with Professor Pond and absolutely love his classes. He is engaging and hilarious. You do need to put in the effort to do well, however, his lecture slides are very detailed and there are no surprises on his tests! By far one of the best profs at UTM.",11/22/2019,2.0,2.0,,5,N/A,5.0,5.0,1,No,1574391225000,Yes,4928,Yes,,N/A,"['Hilarious', 'Amazing lectures', 'Respected']",people,people
Mandatory,good,good,good,0,32181702,0,,awesome,5,ENV221F,"Amazing proffessor, one of the best I had in university. He makes you start seeing and thinking of the environment in a new way, where you actually think about your daily life, and the actions you will take. Played a big role in my life, helped me internalize my my actions and the negative externalities associated with them. Would 100% reccomend.",08/19/2019,4.0,4.0,,5,N/A,5.0,5.0,1,No,1566182701000,Yes,4928,Yes,,B+,"['Inspirational', 'Respected', 'Tough grader']",people,people
Not Mandatory,good,average,good,0,32156009,0,,awesome,5,POL111,"Good lectures, is upfront about test material and the essay instructions were very straightforward. Going to his lectures is just plain fun.",08/07/2019,3.0,3.0,,5,N/A,5.0,5.0,1,No,1565222014000,Yes,4928,Yes,,N/A,"['Hilarious', 'Respected', 'Get ready to read']",people,people
Not Mandatory,good,good,good,0,32151391,0,,awesome,5,POL214,"best prof you could have for canadian politics if you're like me (have no idea what's going on). really helpful and has great presentations so that if you miss a class, you'll be fine. has great stories and jokes, but be patient he tends to go off on tangents and talk a lot.",08/06/2019,4.0,4.0,,5,N/A,5.0,5.0,1,No,1565103294000,Yes,4928,Yes,,N/A,"['Hilarious', 'Amazing lectures', 'Caring']",people,people
Not Mandatory,good,good,good,2,32036659,0,,awesome,5,POL111,"If Pond is teaching a course, take it, he is THE best and by far easiest prof I have had. He makes its very clear what to study for! He is a very nice guy and has a good sense of humour! Things are marked good, not to easily nor too harshly!",06/18/2019,4.0,4.0,,5,N/A,5.0,5.0,1,No,1560858836000,Yes,4928,Yes,,B+,"['Hilarious', 'Lecture heavy', 'Amazing lectures']",people,people
Not Mandatory,good,average,good,0,31328971,0,,awesome,5,JPE250,"I took Prof. Pond's environmental policy in Canada course and he is now one of my favourite profs at UTM. His lectures are engaging and informative. He gets off topic sometimes, but it's always funny and somehow still helpful in learning the material. I purchased the textbook, but I only needed it for one assignment - could've done without.",02/02/2019,2.0,2.0,,5,N/A,5.0,5.0,1,No,1549076215000,Yes,4928,Yes,,A,"['Amazing lectures', 'Hilarious', 'Clear grading criteria']",people,people
Not Mandatory,good,good,good,2,31289753,0,,good,4,POL214,it's not an easy 4.0 but his course was great,01/22/2019,4.0,4.0,,4,N/A,4.0,4.0,1,No,1548137359000,Yes,4928,Yes,,N/A,"['Hilarious', 'Tough grader', 'So many papers']",people,people
