attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,poor,good,poor,1,31633974,0,,awful,1,MDSC41GASC41,"This prof gives you 1 hour in class to discuss about the reading materials when the lecture is only 2 hours. She gives the lowest mark ever. You have to attend every single lecture and talk every second during the lecture so you can get a full 10 marks for &quot;participation&quot; (which is impossible :) if you can, trust me and save yourself from her class",04/20/2019,5.0,5.0,,1,N/A,1.0,1.0,1,No,1555744131000,No,4919,Yes,,N/A,"['Tough grader', 'Participation matters', 'Hilarious']",people,person
