attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,average,good,0,32524743,0,,awesome,5,GGRB21,"Prof. Kepe's lectures were actually worth going to. He explained the course content well and was never boring. The course would be an easy A if Kepe was marking, but pompous Ta's do the marking. He gives the answer to all his future tests in class so be prepared to jot it down. He's funny too.",12/04/2019,3.0,3.0,,5,N/A,5.0,5.0,1,No,1575488121000,Yes,4919,Yes,,N/A,"['Test heavy', 'Hilarious', 'Graded by few things']",people,people
N/A,good,poor,good,0,32477740,0,,awesome,5,GGRB21,I LOVE HIM!!! My favourite professor. I hope to have him in future classes. He really made me enjoy the class.,11/26/2019,1.0,1.0,,5,N/A,5.0,5.0,1,Yes,1574728619000,Yes,4919,Yes,,N/A,"['Amazing lectures', 'Inspirational', 'Hilarious']",people,people
Mandatory,good,average,good,0,28935914,0,,awesome,5,GGRB21,"Amazing prof. ID you show up to his lectures and pay attention, you can easily pass the course. He is so hilarious and his lectures are so enjoyable. He is such a knowledgeable, caring prof and makes the material so interesting!",11/19/2017,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1511125892000,Yes,4919,N/A,,N/A,"['Amazing lectures', ""Skip class? You won't pass."", 'Hilarious']",people,people
Mandatory,good,average,good,0,28158067,0,,awesome,5,GGRB21,"Easy 4.0 he gives you questions that are on the midterm/final - so attendance is mandatory! The readings not so much!  Very funny! Great proff! You can tell he cares about his students ! Must participate in his class though to do well Don't need any geo background, I'm at psych major and I got a A+",04/29/2017,2.0,2.0,,5,N/A,5.0,5.0,1,No,1493426365000,Yes,4919,Yes,,A+,"['Participation matters', ""Skip class? You won't pass."", 'Amazing lectures']",people,people
Mandatory,good,average,good,0,27809872,0,,awesome,5,GGRC44,He's my favourite prof. If you follow his instructions it is easy to get a good mark. I get accommodations from the university for a learning disability and he is super helpful and respectful about them.,02/07/2017,3.0,3.0,,5,N/A,5.0,5.0,1,No,1486451940000,Yes,4919,Yes,,A,"['Amazing lectures', 'Respected', 'Hilarious']",people,people
Not Mandatory,good,average,good,0,27638229,0,,good,4,AFSA01,"Prof Kepe is so passionate about his field of study that it's contagious. I thoroughly enjoyed every lecture of his (even though it was my earliest class this semester).  He grades fairly, pay attention and do the readings and you will succeed in this class.",12/28/2016,3.0,3.0,,4,N/A,4.0,4.0,1,No,1482962844000,Yes,4919,Yes,,A,"['Hilarious', 'Amazing lectures', 'Inspirational']",people,people
Mandatory,good,average,good,0,27370512,0,,good,4,AF01,"Just go to lectures and you will be fine, and they're fun. his assignments are straight forward. For exam, he tells you what to study exactly- not that you need to study that much because his lectures make it easy to remember material.",12/07/2016,2.0,2.0,,4,N/A,4.0,4.0,1,No,1481121969000,Yes,4919,Yes,,A-,"['Amazing lectures', ""Skip class? You won't pass."", 'Hilarious']",people,people
Mandatory,good,average,good,0,27320882,0,,awesome,5,GGRC25,Hilarious lectures with intriguing material. Can get a bit off track at points but it's all in good fun. Recommend.,12/03/2016,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1480780448000,Yes,4919,Yes,,A,"['Hilarious', 'Respected', 'Amazing lectures']",people,people
N/A,good,average,good,0,25995858,0,,good,4,AF01,Really enjoyed his section of the course.,01/26/2016,3.0,3.0,,4,Really into it,4.0,4.0,1,No,1453828299000,N/A,4919,Yes,,N/A,['Inspirational'],people,people
Mandatory,good,poor,good,1,25994175,0,,awesome,5,GGRC44,You need to attend all lectures but this will guide you to GREAT marks.  Explains all you need for exams and assignments.  Just follow.  You need to know how to write essays clear.  A little demanding but you can keep up.  Excellent Prof.,01/26/2016,1.0,1.0,,5,Sorta interested,5.0,5.0,1,No,1453808454000,N/A,4919,Yes,,A-,"['Amazing lectures', 'Caring', 'Gives good feedback']",people,person
N/A,average,average,average,0,25782416,0,,average,2,AF01,He is an amazing and hilarious professor. You will like his lecture style and his assignment are not hard. He does not always give clear instructions on his assignments however and or may misinterpret your question and give inadequate advice. But still one of the best professors at UTSC.,12/20/2015,2.0,2.0,,4,Sorta interested,3.0,3.0,1,No,1450631694000,N/A,4919,Yes,,N/A,"['Hilarious', 'Amazing lectures', 'Respected']",people,people
N/A,average,average,average,0,24263804,0,,average,3,GGRC44,"Prof. Kepe really wants students to learn! The workload isn't bad at all, and the course is primarily based on lecture content, as he specifies which readings to know for the exams before the midterm + final. The assignment was kinda weird and the final a bit unclear, but you can do really well if you write your answers to the concepts talked about",01/10/2015,2.0,2.0,,3,Sorta interested,3.0,3.0,1,No,1420894328000,N/A,4919,Yes,,N/A,"['Clear grading criteria', 'Hilarious']",people,people
Not Mandatory,good,poor,good,0,22397940,0,,awesome,5,AF01,great prof,11/27/2013,1.0,1.0,,5,Low,5.0,5.0,1,No,1385565368000,N/A,4919,N/A,,N/A,[],people,people
N/A,good,average,good,0,19933050,0,,awesome,5,GGRB20,Awesome teacher!!!! awesome class! really informative. didnt really care about this stuff before class now im so into it!,03/21/2012,2.0,2.0,,5,Sorta interested,5.0,5.0,1,Yes,1332342544000,N/A,4919,N/A,,N/A,[],people,people
