attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,average,good,average,1,30257998,0,,poor,2,ENGC06H3S,This prof is completely inexperienced and doesn't know how to give lectures. Classes consist of 70% T/B review that you were supposed to read beforehand for class. Judges harshly if your &quot;creativity&quot; doesn't meet his expectations. Make sure you take his in-class comic exercises as serious as in-class essays or else your mark will suffer.,06/12/2018,4.0,4.0,,2,N/A,2.0,2.0,1,Yes,1528826159000,No,4919,Yes,,N/A,"['Tough grader', ""Skip class? You won't pass.""]",people,person
