attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,average,good,2,27095898,0,,awesome,5,SOCC25,"Taking a class with Francisco was an incredibly transformative experience. I learned so much and the content was digestable because the readings were written by local/national scholars. Super accessible, friendly and cares about his students. One of UTSC's best professors. His new students are very lucky!",10/29/2016,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1477750588000,Yes,4919,Yes,,B,"['Caring', 'Respected', 'Inspirational']",people,people
Not Mandatory,good,average,good,2,27057175,0,,awesome,5,SOCB53H3,"UTSC is missing out. Professor Villegas is no longer at UTSC.   He was and is amazing, humble and extremely intelligent.  I learned so much in his class- the only class I begin to connect with.",10/19/2016,3.0,3.0,,5,N/A,5.0,5.0,1,No,1476918148000,Yes,4919,N/A,,A-,[],people,people
Mandatory,good,good,good,0,27056360,0,,awesome,5,SOCD42,"The best professor I've ever had. No professor has ever been so caring, inspiring and   respected. He seems to know just about everything there is to know about the subjects he is passionate about and is always available outside of class as an extra resource.  UofT lost its best professor hands down.",10/19/2016,4.0,4.0,,5,N/A,5.0,5.0,1,No,1476906377000,Yes,4919,Yes,,N/A,"['Amazing lectures', 'Inspirational', 'Accessible outside class']",people,people
Mandatory,good,average,good,2,27053585,0,,awesome,5,SOCD44,THIS PROFESSOR IS AMAZING. ENCOURAGED ME TO STAY IN SCHOOL. UTSC LOST A GOOD ONE.,10/19/2016,3.0,3.0,,5,N/A,5.0,5.0,1,No,1476875029000,Yes,4919,N/A,,A+,"['Amazing lectures', 'Inspirational', 'Caring']",people,people
N/A,good,average,good,1,27053272,0,,awesome,5,SOCC25H3,"Very understanding and he definitely pushes you to your potential. If you have questions on a particular topic, do not hesitate to talk to him! Would definitely take his classes again. If you put effort in his class, it will reward you.",10/19/2016,3.0,3.0,,5,N/A,5.0,5.0,1,No,1476869102000,Yes,4919,Yes,,A-,"['Gives good feedback', 'Inspirational', 'Participation matters']",people,person
N/A,good,average,good,1,26026553,0,,awesome,5,SOCA01,"Awesome Prof! One of the best I've had. I had him in first year and his lectures were the highlight of the day. Hilarious and really tries to capture everyone's attention, so the lectures end up being enjoyable. Super friendly and approachable, so go ahead and ask the questions you need answered!",02/03/2016,2.0,2.0,,5,It's my life,5.0,5.0,1,Yes,1454539380000,Yes,4919,Yes,,N/A,"['Hilarious', 'Respected']",people,person
Mandatory,good,average,good,1,25519021,0,,awesome,5,SOCB58,"Great professor, down to earth, helpful, understanding and made his lectures very interesting and interactive",12/01/2015,2.0,2.0,,5,It's my life,5.0,5.0,1,Yes,1449004345000,N/A,4919,Yes,,A,"['Amazing lectures', 'Hilarious', 'Caring']",people,person
N/A,good,poor,good,2,25493957,0,,awesome,5,SOCA01,"Professor Villegas has been one of my favorite instructors in my first year. I originally took the course just to fill a breadth requirement. It ended up being one of the courses I looked forward to. His passion on racism, schooling, media, etc. is amazing. His real life examples, and life story are a true inspiration. He's also pretty funny",11/27/2015,1.0,1.0,,5,It's my life,5.0,5.0,1,Yes,1448637484000,N/A,4919,Yes,,N/A,"['Inspirational', 'Amazing lectures', 'Hilarious']",people,people
Mandatory,good,average,good,1,25330336,0,,awesome,5,SOCB26,"Best Professor at U of T hands down... Lectures have depth and are engaging, makes course content relevant. Just like another poster here I just took the course to fill a B level requirement but ended up loving it. Really approachable and goes above and beyond to help when he can! Will definitely take more of his courses. You need to do your part.",11/03/2015,2.0,2.0,,5,Really into it,5.0,5.0,1,Yes,1446528973000,Yes,4919,Yes,,N/A,"['Amazing lectures', 'Caring']",people,person
Not Mandatory,good,average,good,1,25134123,0,,awesome,5,SOCB53H3,He is a great professor with such a humble story. It was great seeing the world and society from a different lens. One of my favorite professors on campus. ,08/19/2015,2.0,2.0,,5,Really into it,5.0,5.0,1,No,1439995265000,N/A,4919,Yes,,A-,"['Respected', 'Inspirational', 'Amazing lectures']",people,person
Mandatory,good,average,good,1,25002422,0,,awesome,5,SOCA01,"He's a great prof, his lectures can be kinda wordy but honestly it really opens up your eyes. Just drink some coffee before! He's really understanding and nice, definitely visit him during office hours!",06/28/2015,2.0,2.0,,5,It's my life,5.0,5.0,1,Yes,1435521675000,Yes,4919,Yes,,A,"['Lecture heavy', 'Amazing lectures']",people,person
Not Mandatory,good,average,average,1,23913395,0,,good,4,SOCA01,He's a really awesome prof. He goes over course material well  and uses some stories stories from his own life. Really cares about student's success in the course.  ,12/01/2014,2.0,2.0,,3,Really into it,3.5,3.5,1,Yes,1417439811000,Yes,4919,Yes,,Not sure yet,"['Respected', 'Hilarious']",people,person
N/A,good,poor,good,1,23909489,0,,awesome,5,SOC1H3,He is the funniest prof you could take a class with.,11/30/2014,1.0,1.0,,5,Really into it,5.0,5.0,1,Yes,1417373720000,Yes,4919,Yes,,N/A,"['Hilarious', 'Caring']",people,person
Mandatory,good,average,good,3,23533298,1,,awesome,5,SOCB26,"Very engaging, passionate professor.  Great choice of course material that opens your eyes.  You will learn so much from his classes, no matter what course.  His life experiences that he mentions (one being an undocumented migrant) are not typical for your average prof, and this adds lots of depth to his courses.  Very inspiring person.",08/16/2014,2.0,2.0,,5,Really into it,5.0,5.0,1,Yes,1408184215000,N/A,4919,N/A,,B-,[],person,people
Mandatory,good,poor,good,3,23512383,0,,awesome,5,SOCB26H3,"Professor Villegas is a great professor, very passionate and I found him easy to relate to. Had no interest in this class prior to taking it and ended up loving it. Great readings, manageable exams and he helped us through it the entire way. Highly recommended.",08/08/2014,1.0,1.0,,5,Sorta interested,5.0,5.0,1,Yes,1407511076000,N/A,4919,N/A,,A,[],people,people
N/A,good,average,good,1,23444378,0,,awesome,5,SOCC55H3,"Great Prof. You will learn a lot, and learn to think critically, and apply such information in the real world. This class opens your eyes.",07/14/2014,2.0,2.0,,5,Low,5.0,5.0,1,No,1405353010000,N/A,4919,N/A,,N/A,[],people,person
N/A,good,average,good,1,23093056,0,,awesome,5,SOCC55,"Amazing prof, very passionate and he truly cares about his students.",04/24/2014,3.0,3.0,,5,Really into it,5.0,5.0,1,Yes,1398349668000,N/A,4919,N/A,,N/A,[],people,person
Not Mandatory,good,average,good,1,23048706,0,,awesome,5,SOCC55H3,"Great professor! Dedicated to his students and stays true to his cause. He encourages students to call him by his first name and deteriorates the unbalanced power relationship that exists been students and professors. I encourage everyone to take this class. You learn a lot about racism and eventually yourself. Great prof, Great class!",04/16/2014,2.0,2.0,,5,It's my life,5.0,5.0,1,No,1397661648000,N/A,4919,N/A,,A,[],people,person
