attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,good,good,0,32100844,0,,good,4,PMP101,Mohit is extremely knowledgeable in Project Management. He makes everything very relatable to his students and he has great tips and short cuts which will be extremely helpful when writing the PMP exam. The focus of the course is always front and center. Every class focused on the PMP exam and what to consider when writing it. Very helpful.,07/16/2019,4.0,4.0,,4,N/A,4.0,4.0,1,No,1563304180000,Yes,4928,No,,Audit/No Grade,"['Beware of pop quizzes', 'Respected', 'Lots of homework']",people,people
Mandatory,good,good,good,0,32095038,0,,awesome,5,PMP101,Lectures are very focused on providing the content that will help pass the PMP certification. Extremely useful course!,07/13/2019,4.0,4.0,,5,N/A,5.0,5.0,1,No,1563029953000,Yes,4928,No,,N/A,"['Participation matters', 'Lots of homework', 'Gives good feedback']",people,people
Mandatory,good,average,good,0,32095033,0,,good,4,SCS3525,Mo is a great instructor!,07/13/2019,3.0,3.0,,4,N/A,4.0,4.0,1,No,1563029671000,Yes,4928,Yes,,N/A,"['Caring', 'Lots of homework', 'Participation matters']",people,people
Mandatory,good,good,good,0,29480951,0,,awesome,5,1527PASSING,Interactive way of teaching. Provides real life examples to help draw connections between real life and text book. Thats to him had the right tools to study and pass my PMP exam.,01/20/2018,4.0,4.0,,5,N/A,5.0,5.0,1,Yes,1516456607000,Yes,4928,N/A,,Audit/No Grade,"['Lots of homework', 'Participation matters', 'Gives good feedback']",people,people
Not Mandatory,average,poor,average,4,28690469,0,online,poor,2,PMP101,I feel like Mohit leaves these comments himself because he is a terrible professor and he just wants to make money,09/22/2017,1.0,1.0,,2,N/A,2.0,2.0,1,Yes,1506040477000,No,4928,Yes,,N/A,['Group projects'],people,people
Not Mandatory,good,good,good,1,27189888,2,,awesome,5,SCS1527109,This class was specifically to acquire EDU's for the PMP application. Nothing about the class was mandatory but there is a lot of material provided that was extremely helpful. Overall I feel the class prepared me to write the PMP Exam.,11/15/2016,5.0,5.0,,5,N/A,5.0,5.0,1,No,1479212170000,Yes,4928,Yes,,Audit/No Grade,"['Respected', 'Gives good feedback', 'Test heavy']",people,person
Not Mandatory,good,good,good,0,27189581,1,,awesome,5,1527PASSING,Great prof. He made it not so terrible to be in class.,11/15/2016,4.0,4.0,,5,N/A,5.0,5.0,1,No,1479210437000,Yes,4928,N/A,,N/A,"['Inspirational', 'Amazing lectures', 'Gives good feedback']",person,people
N/A,good,poor,good,2,24582534,1,,awesome,5,SCS1527102,Mohit is very knowledgeable and brings real world expertise to the subject matter. He keeps the class entertained and amused and manages to make otherwise boring study material interesting. He is very approachable and structured in his approach.,04/12/2015,1.0,1.0,,4,Really into it,4.5,4.5,1,Yes,1428869769000,N/A,4928,N/A,,N/A,"['Amazing lectures', 'Hilarious']",person,people
N/A,good,average,good,2,24561164,1,,awesome,5,MGMT6700,Engaging Lecturer. Should read the books to get the most out of lectures esp. if preparing for PMP. ,04/08/2015,3.0,3.0,,4,Really into it,4.5,4.5,1,Yes,1428492040000,N/A,4928,Yes,,N/A,"['Hilarious', 'Amazing lectures']",person,people
Mandatory,good,poor,good,0,24551307,1,,awesome,4,MGMT6700,Humorous lecturer.,04/06/2015,1.0,1.0,,5,It's my life,4.5,4.5,1,No,1428348350000,N/A,4928,Yes,,A+,"['Participation matters', 'Clear grading criteria', 'Inspirational']",person,people
