attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,poor,average,poor,0,32953658,0,,awful,1,CCT206H5,"MOST BORING PROF IVE EVER HAD!!! She has absolutely NO idea what shes doing, half the time she reads off the slides or the readings she has printed out for herself to follow. Super monotone. Once she was reading a case and she didnt understand it nor did she know what happened at the end &amp; said ok you know what Im tired. Were done.",03/05/2020,3.0,3.0,,1,N/A,1.0,1.0,1,Yes,1583425613000,No,4928,Yes,,N/A,[],people,people
