attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,average,good,0,32950438,0,,awesome,5,ENG235,Professor Koenig-Woodyard is really cool. I love his comics course so much. It's my favourite course this year. His assignments are fair and he's very understanding. He's a genuine guy and I hope to be in his class in future years.,03/04/2020,2.0,2.0,,5,N/A,5.0,5.0,1,No,1583339219000,Yes,4928,Yes,,Not sure yet,"['Hilarious', 'Caring', 'Amazing lectures']",people,people
Not Mandatory,good,average,good,0,32728155,0,,awesome,5,ENG202,"Fantastic professor. Prof. Koenig-Woodyard cares about his students and the material he's teaching. Based on the quality of his lectures, he clearly spends a tremendous amount of time preparing a variety of interesting material. He speaks fluently and naturally, as if the lecture is more of a conversation rather than a lesson.",12/20/2019,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1576826912000,Yes,4928,Yes,,A-,"['Amazing lectures', 'Respected', 'Hilarious']",people,people
Mandatory,good,good,good,0,31218623,1,,awesome,5,ENG238,"Really funny professor, keeps the class engaged throughout and clearly enjoys what he's teaching. Essays are imo hard to score well on though, and really drag your grade down unless you have a specific writing style. It's cool that he lets you submit creative writing instead of a big essay at the end though, overall would recommend.",01/08/2019,4.0,4.0,,5,N/A,5.0,5.0,1,Yes,1546906256000,Yes,4928,Yes,,B,"['Accessible outside class', 'Gives good feedback', 'Tough grader']",person,people
Mandatory,good,good,good,0,28674586,0,,awesome,5,ENG239,Loved this class and prof. If you like being on your phone/laptop in lecture you don't belong in any of Chris's classes. He puts in the work and it's worth paying attention in lecture and participating in discussions (if you can).,09/14/2017,4.0,4.0,,5,N/A,5.0,5.0,1,Yes,1505356749000,Yes,4928,Yes,,B+,"['Gives good feedback', ""Skip class? You won't pass."", 'Accessible outside class']",people,people
Not Mandatory,average,good,average,0,26906310,0,,poor,2,ENG202,"Chris is an okay lecturer but he's very dry, as is the course material. The tests are what really kill grades. You have to come up with a whole essay over the course of a week or so and then go in empty handed and spend 50 minutes putting it down on paper from memory. It just doesn't make sense. Why not just let us write more essays and hand it in?",08/18/2016,4.0,4.0,,2,N/A,2.0,2.0,1,Yes,1471518641000,No,4928,Yes,,B-,"['Tough grader', 'Test heavy', 'So many papers']",people,people
Mandatory,good,average,good,1,26857890,1,,good,4,ENG239,"He's a great lecturer; very passionate about Fantasy and Horror. He has said this himself- combining both Fantasy and Horror in one semester is very hard and hence, this class was very difficult for me to keep up with the readings (books, and online readings he assigns). Not only that, but lectures are three hours at night. You must work for it.",08/03/2016,3.0,3.0,,4,N/A,4.0,4.0,1,Yes,1470186664000,Yes,4928,Yes,,N/A,"['Gives good feedback', ""Skip class? You won't pass."", 'Tough grader']",person,person
Not Mandatory,good,good,good,1,26351545,0,,good,4,ENG322,"An average, decent professor. He's kind of generic in that most of his lecture material is the quality of stuff found on Wikipedia... he talks about the most stereotypical elements of the texts instead of delving deeper for more obscure meaning like other professors. Also, he marks essays very hard but tests not so much. Funny guy though.",04/21/2016,4.0,4.0,,4,N/A,4.0,4.0,1,Yes,1461273159000,N/A,4928,Yes,,N/A,"['Tough grader', 'Hilarious']",people,person
Mandatory,good,average,good,0,26274426,0,,awesome,5,ENG323,"Very good professor who is very engaging. He's personable and approachable.  I think he's an average marker, but is very fair. He's open to hearing your interpretation, and will suggest additional things to consider. I've taken several classes with him, and will continue to do so. Money spent on his courses is tuition well spent. Highly recommend!!",04/11/2016,3.0,3.0,,4,N/A,4.5,4.5,1,Yes,1460410311000,N/A,4928,Yes,,A,"['Caring', 'Amazing lectures', 'Gives good feedback']",people,people
Not Mandatory,good,average,average,0,25890847,0,,good,4,ENG210,I go out of my way to take classes with this professor. He has interesting taste when it comes to assigning reading material and allows for a more creative and open-minded approach to texts.,01/06/2016,3.0,3.0,,3,It's my life,3.5,3.5,1,Yes,1452106938000,N/A,4928,Yes,,A,"['Inspirational', 'Clear grading criteria', 'Get ready to read']",people,people
Mandatory,average,good,average,0,25135763,0,,average,3,ENG239,"Good lectures. Tests and assignments are all the same format the requirements are straight forward, prepare to read a lot. Tough marker if you have a decent TA you're in the clear.",08/19/2015,4.0,4.0,,3,Really into it,3.0,3.0,1,Yes,1440027648000,N/A,4928,Yes,,N/A,['Tough grader'],people,people
N/A,good,average,good,0,25025339,0,,good,4,ENG210,his tests have the same format and are easy to study for. he's super fair.,07/08/2015,2.0,2.0,,4,Really into it,4.0,4.0,1,Yes,1436364351000,Yes,4928,Yes,,N/A,"['Get ready to read', 'Clear grading criteria']",people,people
Mandatory,good,average,good,0,24989477,1,,good,4,EN237,"I'm a science major student, so I took his course for the social science distribution requirements.  He incorporates movies, books and jokes into his lectures. The essays are ok considering this was my first time doing one at the university level. ",06/23/2015,2.0,2.0,,4,Really into it,4.0,4.0,1,Yes,1435074934000,N/A,4928,Yes,,N/A,"['Respected', 'Hilarious', 'Lecture heavy']",person,people
Mandatory,average,average,average,1,23992837,0,,good,3,ENG239,"Hilarious professor, he really loves his job too. His enthusiasm and passion shows in every lecture and he always tries to engage the class through jokes and interesting comments. Definitely a good prof to have for non-english students needing to take english. ",12/08/2014,3.0,3.0,,4,Really into it,3.5,3.5,1,Yes,1418074263000,Yes,4928,Yes,,N/A,"['Get ready to read', 'Hilarious']",people,person
N/A,average,good,average,4,23611124,1,,average,2,ENG237,"Rambles a lot. For every single test and the final assignment, he had his TA mark everything. Her marking is extremely brutal, especially when you aren't told what it is she's looking for. She really wants specific details with interpretations that she wants. Even then, he will never do a remark. Not even sure if he marked the final exam or not.",09/24/2014,4.0,4.0,,3,Really into it,2.5,2.5,1,No,1411587527000,N/A,4928,Yes,,N/A,"['Lecture heavy', 'Tough grader']",person,people
Not Mandatory,poor,average,poor,2,23582071,0,,awful,1,ENG210,"Entertaining guy with jokes, but doesn't really teach.",09/08/2014,3.0,3.0,,1,Sorta interested,1.0,1.0,1,No,1410145806000,N/A,4928,N/A,,A+,[],people,people
Not Mandatory,good,average,good,0,22076611,0,,awesome,5,ENG237,Prof. Woodyard's lectures were stimulating and the short stories and theorists were great. The creative assignment option was a fun way to engage with SCIFI. Overall highly recommend this course.,08/22/2013,3.0,3.0,,5,It's my life,5.0,5.0,1,Yes,1377191994000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,average,0,22063032,0,,good,4,ENG230,One of the most fun and engaging classes I've taken!,08/18/2013,3.0,3.0,,3,Really into it,3.5,3.5,1,Yes,1376809286000,N/A,4928,N/A,,N/A,[],people,people
N/A,poor,good,poor,0,22032506,0,,awful,1,ENG237,Huge disappointment. Doesn't really teach and what he says doesn't really make sense. For an English class you can pass with surprisingly little need to read the texts (his hand outs contain most of the stuff he talks about). But the lectures are largely useless. Would not recommend!,08/07/2013,4.0,4.0,,1,It's my life,1.0,1.0,1,Yes,1375871046000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,0,21655872,1,,good,5,ENG323,Loved this course & his enthusiasm for Jane Austen.  He makes class so much fun and is always ready with a joke.  For two out of three lectures this was the only class I had that day. I attended all of the lectures. Nuff said.,05/02/2013,3.0,3.0,,3,It's my life,4.0,4.0,1,Yes,1367487941000,N/A,4928,N/A,,N/A,[],person,people
N/A,good,average,good,0,20327156,0,,good,4,ENG210,"I adore this professor! He tries to make jokes in class and jokes when they fall flat. He is willing to offer help to students and even prints out excerpts from the novels that he adresses during class. He sends around an attendance sheet, but you won't fail the class if you miss a few lectures. Ovearall-GREAT PROF. Had him in 4 classes.",05/22/2012,3.0,3.0,,4,Sorta interested,4.0,4.0,3,No,1337656862000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,0,19896171,0,,awesome,5,ENG210,Great professor! The best professor i have ever had! Easy to follow along and lectures are very entertaining,03/09/2012,3.0,3.0,,5,It's my life,5.0,5.0,3,Yes,1331308507000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,good,average,1,19835749,0,,average,2,ENG202,"I don't understand the fascination with him - he's okay, but not great. Lectures as dryly as the material at hand, making the hour a struggle. I'm not a fan of his teaching style; he uses handouts with large excerpts from the readings and his ""lecture"" is then entirely based on words he bolded. I had higher expectations with him.",02/17/2012,4.0,4.0,,3,It's my life,2.5,2.5,1,No,1329488452000,N/A,4928,N/A,,N/A,[],people,person
N/A,average,good,average,3,19834407,1,,poor,2,ENG239,"He's a good guy, but I find he doesn't really teach. Shows too many movies and cancels class quite a bit. Overall, he's okay, not the greatest. ",02/16/2012,4.0,4.0,,2,Sorta interested,2.0,2.0,1,Yes,1329436331000,N/A,4928,N/A,,N/A,[],person,people
N/A,good,average,good,1,19794425,0,,awesome,5,ENG202,"AMAZING Prof, i take as many of his classes as i can!",02/02/2012,3.0,3.0,,5,It's my life,5.0,5.0,3,Yes,1328177883000,N/A,4928,N/A,,N/A,[],people,person
N/A,good,average,good,0,19333490,0,,awesome,5,ENG210,Great Prof. Makes lectures fun and interesting. Makes good points that stick in your head and make you understand novel and the author better. Even the ones that are not a part of the lecture. Encourages participation in class by asking questions from students and giving them confidence about sharing their ideas!,11/29/2011,2.0,2.0,,5,It's my life,5.0,5.0,1,Yes,1322593631000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,0,18939534,0,,awesome,5,ENG202,"Great Prof! Totally understands where the students are coming from. Willing to help. Interesting lectures, great and funny stories!",08/21/2011,3.0,3.0,,5,It's my life,5.0,5.0,1,Yes,1313960805000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,0,13479267,0,,awesome,4,ENG110Y,he's really chill! he's an approachable prof he doesn't act like your a useless person he's actually there to help,09/18/2007,2.0,2.0,,5,Sorta interested,4.5,4.5,1,Yes,1190076214000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,good,good,0,13231137,0,,awesome,5,ENGENG,"One of the coolest Prof's.. I have had him for a few years at UTM and just enjoyed his teaching. Just a pleasure..  Course structure is good.  Although essay topics are pretty tough, if you attend his lectures you would be able to obtain broad themes which will help in writing.",06/01/2007,4.0,4.0,,5,Really into it,5.0,5.0,1,Yes,1180684184000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,good,good,0,12075262,0,,awesome,5,ENG110202201,I've taken some courses with him in the past and he is a truly down to earth professor.  He is always willing to listen and to help you succeed to learn.  He is one of my fav't profs at uoft. !,07/13/2006,4.0,4.0,,5,Really into it,5.0,5.0,1,N/A,1152778862000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,good,good,0,12066635,0,,awesome,5,ENGLISH,"He is a cool person, But I totally dislike tests/exams and he has placed them in his summer course this year, which makes it Not so fun afterall.   :(",07/10/2006,5.0,5.0,,4,Really into it,4.5,4.5,1,N/A,1152527775000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,1,12063798,0,,good,4,ENG202,"Dr. Chris, so far, has been one of my best profs ever. He's farily young and thus manages to lecture as well as entertain his students quite well. He'll interject his lectures with funny/stupid personal stories and brilliant, corny jokes which always want to make you go to his classes. He manages to keep subject material intresting. Also, he actual",07/08/2006,2.0,2.0,,4,Low,4.0,4.0,1,N/A,1152381479000,N/A,4928,N/A,,N/A,[],people,person
N/A,good,good,average,0,12053007,0,,average,4,ENGLISH,he's okay,07/04/2006,4.0,4.0,,2,Sorta interested,3.0,3.0,1,N/A,1151998604000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,good,good,0,11975090,0,,awesome,5,ENG202,"Quite often many of his lecture topics help compliment my politics or economics subjects.  I sometimes even find myself tlking on subject matters with others due to the various subject relevance he covers.  Oh btw, his hairstyle & glasses make him look like a real rocket scientist. LoL (I think its pretty neat)",06/05/2006,4.0,4.0,,4,It's my life,4.5,4.5,1,N/A,1149498454000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,good,good,0,11949702,0,,good,4,ENGLISH,I have him for summer.  He is pretty cool.,05/27/2006,4.0,4.0,,4,Sorta interested,4.0,4.0,1,N/A,1148759810000,N/A,4928,N/A,,N/A,[],people,people
