attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,good,average,good,0,32879473,0,,awesome,5,CSC1O8,"I was unsure whether CS was for me plus all the POSt stress was really getting to me. Prof Peterson made 108 an amazing experience. I'm getting interviews now with some of the biggest tech companies and it's all thanks to his constant ethasium towards teaching! Also, ask him about his trick or treating story from his days at Mac. Funny stuff.",01/30/2020,3.0,3.0,,5,N/A,5.0,5.0,1,No,1580381431000,Yes,4928,Yes,,A,"['Gives good feedback', 'Inspirational', 'Hilarious']",people,people
Not Mandatory,good,average,good,0,32791507,0,,awesome,5,CSC108,Funny dude and helps throughout the lecture with examples on various topics. Course is elementary but can be exhausting with assignments some times,01/04/2020,3.0,3.0,,5,N/A,5.0,5.0,1,No,1578121424000,Yes,4928,Yes,,B+,"['Amazing lectures', 'Lecture heavy', 'Hilarious']",people,people
N/A,good,average,good,0,32491841,0,,awesome,5,CSC108,"Dr. Paul Vrbik was an excellent teacher for CSC108 intro to programming, and is also excellent outside of class. He goes out of his way to make sure that the class understands the concepts and knows the implications, and he also finds way to inspire us and keep it entertaining without distracting too much. Highly recommended.",11/29/2019,2.0,2.0,,5,N/A,5.0,5.0,1,No,1575062760000,Yes,4928,Yes,,A+,"['Inspirational', 'Amazing lectures', 'Accessible outside class']",people,people
Not Mandatory,good,average,good,0,32490458,0,,awesome,5,MATH2310,"Dr Vrbik taught MATH2310 Calculus for Scientists and Engineers when he was at the University of Newcastle Australia, and he was an amazing math lecturer, I wish I could have had him for all my math courses!",11/29/2019,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1574996307000,Yes,4928,Yes,,B,"['Inspirational', 'Amazing lectures', 'Hilarious']",people,people
Not Mandatory,good,average,good,0,32374585,0,,awesome,5,MAT134,Wouldnt have passed without him!! Solid dude!!!! 100p would take another course with Prof. Dr. Vrbik,11/07/2019,3.0,3.0,,5,N/A,5.0,5.0,1,No,1573114652000,Yes,4928,Yes,,B,"['Inspirational', 'Amazing lectures', 'Hilarious']",people,people
Mandatory,good,average,good,0,32201662,0,,good,4,MAT134,LOVED HIM! Super entertaining and actually cares about his students!,08/28/2019,3.0,3.0,,4,N/A,4.0,4.0,1,Yes,1566965620000,Yes,4928,Yes,,B+,"['Gives good feedback', 'Caring', 'Accessible outside class']",people,people
Not Mandatory,good,average,good,0,32169793,0,,awesome,5,MAT134,the best prof for math! i will genuinely miss him :( rly helped me understand and do better in math compared to the course during the year. hope he sticks around for a while he WILL help you do better and he actually CARES about you and how you do in math unlike all the other profs...,08/13/2019,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1565723908000,Yes,4928,Yes,,B+,"['Accessible outside class', 'Hilarious', 'Amazing lectures']",people,people
Mandatory,average,average,average,1,32095074,1,,average,3,MAT134,"Probably the funniest prof I've ever encountered. Lectures were super entertaining and kept me awake. Teaching style though, wasn't the best. He tends to go back and forth between paper and chalk. This kind of messed up the organization for my notes. Otherwise, he's lowkey hot (after he got a haircut and took off his cap).",07/13/2019,3.0,3.0,,3,N/A,3.0,3.0,1,Yes,1563032420000,No,4928,Yes,,Not sure yet,"['Hilarious', 'Gives good feedback', 'Inspirational']",person,person
Mandatory,good,poor,good,2,31699501,0,,awesome,5,MAT134,He's pretty funny and really seems to care about his students.,04/28/2019,1.0,1.0,,5,N/A,5.0,5.0,1,Yes,1556485063000,Yes,4928,Yes,,A,[],people,people
Not Mandatory,good,average,good,5,31168122,1,,awesome,5,CSC108,"Great teacher, especially for 1st years. Happy to help you out even if its not course related. Sometimes he can go over things fast but makes it easy to ask for clarification by raising your hand to going to office hours. Try to be consistent with your labs and you're well on your way to a 4.0.",12/28/2018,2.0,2.0,,5,N/A,5.0,5.0,1,No,1545998598000,Yes,4928,No,,B+,"['Hilarious', 'Accessible outside class', 'Respected']",person,people
