attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,average,good,0,24749256,0,,awesome,4,HIS200,"I had Prof Williams for a few Latin American history classes back in the early 2000s when he was new to UTM. I liked him a lot. I did very well in his classes, but I was a hard-worker and participated a lot, so not exactly an easy 'A'.  I learned a lot from him. He even came to some social justice events I invited him to. One of my favourite profs.",05/05/2015,2.0,2.0,,5,It's my life,4.5,4.5,1,Yes,1430862937000,Yes,4928,Yes,,N/A,"['Participation matters', 'Caring']",people,people
N/A,good,average,good,0,20467372,0,,awesome,5,HIS390,very interesting course. had this prof 3 times because he knows so much about latin america. gives you possible exam questions so you know what to study,07/05/2012,2.0,2.0,,4,It's my life,4.5,4.5,1,No,1341490575000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,0,20467362,0,,good,5,HIS454,you need to attend class because it is a seminar. very interesting because you are forced to engage in the material in order to participate during class. small class so you get comfortable with other students. available for help after and during class,07/05/2012,3.0,3.0,,3,It's my life,4.0,4.0,1,Yes,1341490471000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,0,20467360,0,,good,4,HIS291,very interesting! fair marker. most notes are from slideshow. gives you possible exam questions so you know what to study,07/05/2012,2.0,2.0,,4,It's my life,4.0,4.0,1,No,1341490362000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,good,average,0,19374659,0,,average,3,HIS390,"very monotone, and he does say &quot;um&quot; a lot. his lectures are sometimes boring, but the couse itself is very interesting",12/04/2011,4.0,4.0,,3,Really into it,3.0,3.0,1,No,1322997432000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,good,average,0,19274193,0,,average,3,HIS290,he is quite the monotone fella. He sadly does not clarify what it is that he looks for on tests and marks so difficultly...,11/18/2011,4.0,4.0,,3,Sorta interested,3.0,3.0,1,Yes,1321614369000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,0,16142799,0,,awesome,5,HIS390,Great!!!!!!,08/22/2009,3.0,3.0,,5,Really into it,5.0,5.0,1,Yes,1250964532000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,0,14899134,0,,awesome,5,HIS290,A great professor,10/24/2008,3.0,3.0,,4,It's my life,4.5,4.5,1,Yes,1224867424000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,good,good,0,14869699,0,,awesome,4,HIS208,"Great prof, loved his classes!",10/14/2008,4.0,4.0,,5,Really into it,4.5,4.5,1,Yes,1224016312000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,good,average,0,12458532,0,,poor,2,HIS390,he says um alot,11/21/2006,4.0,4.0,,2,Really into it,2.0,2.0,1,Yes,1164124762000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,good,average,0,11175059,0,,average,3,HIS290,Marks WAAAAY Too hard- unclear as to what he expects.  Knows his stuff but can't teach it.,12/15/2005,5.0,5.0,,2,Really into it,2.5,2.5,1,N/A,1134677362000,N/A,4928,N/A,,N/A,[],people,people
N/A,poor,good,poor,0,11022172,0,,awful,1,HIS290,"Very unorganized, says &quot;ummmm&quot; about 200 times a lecture. Overhead lecture notes are a mess, can't teach at all, marks too hard. Stuart the TA was awesome though, he was like a gameshow host",12/01/2005,5.0,5.0,,1,It's my life,1.0,1.0,1,N/A,1133403869000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,average,average,0,10880984,0,,average,3,HIS290,"weird TA in the class, does the marking, monotone voice, still interesting course",11/11/2005,3.0,3.0,,3,Really into it,3.0,3.0,1,N/A,1131671786000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,good,average,0,10862117,0,,average,2,HIS290,"he's very scattered in his thoughts, i wish he'd read his lect. notes b4 class... not easy on the marking and very demanding in what he expects from you",11/09/2005,4.0,4.0,,3,Really into it,2.5,2.5,1,N/A,1131540306000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,0,10465859,0,,awesome,5,HIS290,"he made me love Latin American History and the class made me think more than i have at any university course, and I'm a 4th philosophy student",09/30/2005,3.0,3.0,,4,Meh,4.5,4.5,1,N/A,1128110716000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,average,average,0,1973369,0,,average,3,HIS290,Go easy on the marking.,04/16/2004,3.0,3.0,,3,N/A,3.0,3.0,1,N/A,1082116194000,N/A,4928,N/A,,N/A,[],people,people
