attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,poor,good,0,32243118,0,,awesome,5,POL112,such an incredibly great prof so kind and caring about his students! one of the best profs at utm,09/24/2019,1.0,1.0,,5,N/A,5.0,5.0,1,No,1569301684000,Yes,4928,No,,B+,"['Inspirational', 'Respected', 'Caring']",people,people
Not Mandatory,good,average,good,0,32103271,0,,good,4,POL343,"Though a boring lecturer, his classes are clear and the assignments are clear cut and handed out well in advance. The reading assignments are interesting but you can do pretty well just using the lecture slides for tests. Very helpful &amp; caring, and tries hard to help students when he can. I've taken all three of the classes he teaches at UTM.",07/17/2019,3.0,3.0,,4,N/A,4.0,4.0,1,No,1563389768000,Yes,4928,Yes,,A,"['Graded by few things', 'Caring']",people,people
Not Mandatory,good,average,good,0,31985440,0,,good,4,POL112,"Solid, run of the mill prof. Easily accessible. Lectures are summaries of readings. Attendance in tutorials is Mandatory, and will affect your grade.",06/02/2019,3.0,3.0,,4,N/A,4.0,4.0,1,Yes,1559442457000,Yes,4928,Yes,,B+,"['So many papers', 'Tough grader', 'Participation matters']",people,people
Mandatory,average,average,average,0,31962744,0,,average,3,POL112,"Pretty straightforward course for non-poli sci students. The course is all about readings. Prof discusses articles in class, TAs discuss those same articles, and assignments are about them too. Sometimes it felt very repetitive. Final word: know your readings and you'll have an easy A.",05/28/2019,3.0,3.0,,3,N/A,3.0,3.0,1,Yes,1559015794000,No,4928,Yes,,A,['Get ready to read'],people,people
Mandatory,good,poor,good,1,31268835,0,,good,4,POL112,"Justin was a good prof, his class got me interested in majoring in political science. His class was simple, all of his information to do well on the tests is on the slides. He taught the class well and is very straightforward with material he doesnt bs his way through. Overall, take this class.",01/16/2019,1.0,1.0,,4,N/A,4.0,4.0,1,Yes,1547657445000,Yes,4928,Yes,,B,['Amazing lectures'],people,person
Not Mandatory,good,average,good,1,31203283,0,,awesome,5,POL112,"Hes very straight forward and gives clear concise notes on readings through powerpoints. You dont really need to show up to class for notes because he posts them but I still did. Overall, he seems very interested and enthusiastic about the topics. Easy course for anybody who isnt a poli sci major",01/05/2019,2.0,2.0,,5,N/A,5.0,5.0,1,Yes,1546657486000,Yes,4928,Yes,,A+,"['Accessible outside class', 'Get ready to read', 'Clear grading criteria']",people,person
Mandatory,good,average,good,1,30409865,0,,awesome,5,POL310,"Straightforward, non-BS course. You learn a lot about international conflicts, which is obviously important if you don't want to sound ignorant when discussing any of them in real life. Read the slides, go to class and you'll be good.",08/07/2018,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1533640957000,Yes,4928,Yes,,N/A,['Participation matters'],people,person
Not Mandatory,good,average,good,2,28114374,4,,awesome,5,POL112,Great Prof Overall.,04/24/2017,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1493064745000,Yes,4928,Yes,,B,['Amazing lectures'],people,people
N/A,good,average,good,0,28033666,1,,good,4,POL343,"Doesn't always know certain basic facts, such as chemical weapons becing used during WWI and tends to offer own opinion during lecture but very enjoyable prof, tries to help you learn the content",04/11/2017,3.0,3.0,,4,N/A,4.0,4.0,1,No,1491942242000,Yes,4928,Yes,,N/A,"['Graded by few things', 'Get ready to read']",person,people
Mandatory,good,average,good,3,26671056,0,,good,4,POL310,One of the most interesting courses in terms of material and it is presented in a very straight forward manner. Bumgardner presents many recent international conflicts in great depth and also shows documentaries. There is a lot of information in the lectures but study it in advance to do well on the tests. A real hidden gem course if you love IR.,05/30/2016,3.0,3.0,,4,N/A,4.0,4.0,1,Yes,1464620403000,Yes,4928,Yes,,N/A,['Amazing lectures'],people,people
Not Mandatory,good,average,good,0,25356462,0,,awesome,5,POL112H5,"Very nice prof. He's very clear about what he teaches. Tends to read directly off the slides. Though, I learned a lot from what he taught. ",11/06/2015,3.0,3.0,,5,It's my life,5.0,5.0,1,Yes,1446771925000,Yes,4928,Yes,,N/A,"['Lots of homework', 'Get ready to read']",people,people
Mandatory,good,average,good,0,24443124,0,,good,4,POL112,nice prof. very organized. he posts the slides 1-2 days before the lectures. explains everything clearly.,03/08/2015,2.0,2.0,,4,Sorta interested,4.0,4.0,1,Yes,1425857341000,N/A,4928,N/A,,Not sure yet,"['Clear grading criteria', 'Participation matters', 'Respected']",people,people
Mandatory,good,average,good,3,22330322,0,,awesome,5,POL343,"Awesome professor. He is very clear, concise and passionate with his discipline. He loves international relations and makes it very interesting. I learned so much with him. He also participates in discussion forum events. He should teach more courses. He is the best UTM political science professor on campus and therefore, deserves a promotion.",11/16/2013,2.0,2.0,,5,It's my life,5.0,5.0,1,Yes,1384636358000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,poor,poor,2,21918489,11,,poor,2,POL112,I hated this prof. He comes off as ignorant and never answers a question directly. He has an americanized view of democracy and is very narrow minded. His lectures are so boring and he never engages the students. I would never take another course with him.,06/24/2013,1.0,1.0,,1,Really into it,1.5,1.5,1,Yes,1372072212000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,1,21665517,0,,awesome,5,POL112,The text book he used was  great. I learned a lot out  from his lectures and texts.,05/03/2013,2.0,2.0,,4,It's my life,4.5,4.5,1,Yes,1367569529000,N/A,4928,N/A,,N/A,[],people,person
