attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,good,good,3,30526072,0,,awesome,5,MAT135,"I really really wanna thank this prof, he definitely made my first year. Sad that he is leaving. I hope he knows how amazing he is!!!!!!!!!",09/27/2018,4.0,4.0,,5,N/A,5.0,5.0,1,Yes,1538009304000,Yes,4928,Yes,,N/A,"['Caring', 'Respected']",people,people
Mandatory,good,poor,good,2,30486262,0,,awesome,5,MAT223,Straight up the best prof you'll ever have.,09/06/2018,1.0,1.0,,5,N/A,5.0,5.0,1,Yes,1536247976000,Yes,4928,Yes,,A+,"['Hilarious', 'Caring', 'Amazing lectures']",people,people
Not Mandatory,good,average,good,3,30418622,0,,awesome,5,MAT223,"Without a doubt the best professor I have ever had. His teaching strategies are very effective. His lectures are very engaging, and he actually makes people laugh. It is easy to read his writing and hear his voice. He's a cool guy, and for those of you from Waterloo reading this: you guys are lucky to have him.",08/09/2018,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1533830080000,Yes,4928,Yes,,N/A,"['Hilarious', 'Amazing lectures', 'Respected']",people,people
Mandatory,good,good,good,6,30296054,0,,awesome,5,MAT135MAT223,"Been a little shocked when he announced that he's leaving, but it is understandable. Blake is an absolute gem of a prof, person and friend. I've had the honor of attending 3 of his classes throughout the year, and every time he made me fall in love with the material he's been teaching. I hope he enjoys his new position at UofW :)",06/25/2018,4.0,4.0,,5,N/A,5.0,5.0,1,Yes,1529963331000,Yes,4928,Yes,,N/A,"['Caring', 'Respected', 'Gives good feedback']",people,people
N/A,good,good,good,3,30269718,0,,awesome,5,MAT102,"Blake is one of the best teachers I've ever had the pleasure or learning from. He goes above and beyond the textbook and tries to give students more, taking his time to explain and with tons of examples. His vibrant personality and anecdotes break up the math and keep things from getting dry. Very accessible and friendly, sad to see him leave UofT.",06/16/2018,4.0,4.0,,5,N/A,5.0,5.0,1,Yes,1529117417000,Yes,4928,Yes,,N/A,"['Caring', 'Hilarious', 'Amazing lectures']",people,people
N/A,good,average,good,5,30268859,0,,awesome,5,MAT223,"This prof is literally a legend, both as a prof and as a person. He has his own unique understanding of math and a great ability to demonstrate ideas to students in a very easy-to-follow way, and hes also very good at reorganizing the textbook sections so that lectures would become more efficient. Overall, a great prof, and a great person",06/15/2018,3.0,3.0,,5,N/A,5.0,5.0,1,No,1529089630000,Yes,4928,Yes,,N/A,"['Inspirational', 'Amazing lectures', 'Accessible outside class']",people,people
Mandatory,good,average,good,3,30249600,0,,awesome,5,MAT135,Great teacher of math. Really cares about all students. Very approachable.,06/10/2018,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1528601574000,Yes,4928,Yes,,A,"['Accessible outside class', 'Caring', 'Respected']",people,people
Mandatory,good,good,good,2,30154336,0,,awesome,5,MAT135,"He is my favourite prof at UTM! Super funny, caring, and explains calculus very clearly. He is amazing!!!!! Plus I love how organized he is when he writes each step on blackboard, trust me, it is very important when you learn calculus!",05/20/2018,4.0,4.0,,5,N/A,5.0,5.0,1,No,1526784307000,Yes,4928,Yes,,N/A,"['Hilarious', 'Amazing lectures', 'Caring']",people,people
Not Mandatory,good,average,good,3,30141024,0,,awesome,5,MAT135,"the best professor ever, explains well in class and approachable",05/17/2018,2.0,2.0,,5,N/A,5.0,5.0,1,Yes,1526591534000,Yes,4928,Yes,,A+,"['Accessible outside class', 'Hilarious', 'Gives good feedback']",people,people
N/A,good,average,good,2,29633081,0,,awesome,5,MAT135,"One of the best hiring decisions made by the department of mathematics! The atmosphere in Blake's class is great. He provides clear examples and always gives side notes and tips to the class. He actively encourages students to ask questions when they don't understand, which IMO are CRUCIAL to success.",03/08/2018,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1520468206000,Yes,4928,Yes,,N/A,"['Respected', 'Amazing lectures', 'Accessible outside class']",people,people
Mandatory,good,average,good,3,29584912,0,,awesome,5,MAT135,Blake is literally the best thing that has happened to UTM.,02/21/2018,2.0,2.0,,5,N/A,5.0,5.0,1,Yes,1519233953000,Yes,4928,Yes,,N/A,"['Respected', 'Gives good feedback', 'Accessible outside class']",people,people
Mandatory,good,poor,good,6,29553009,0,,awesome,5,MAT135,"God bless this prof. This is all I have to say. He makes mathematics fun. I go to every one of his lectures like it's a holiday, AMAZING person who will always give excellent feedback, and who will always listen to your issues about maths, and help you out in any way possible. Thank you, uoft for hiring this wonderful professor.",02/09/2018,1.0,1.0,,5,N/A,5.0,5.0,1,Yes,1518209990000,Yes,4928,Yes,,N/A,"['Respected', 'Gives good feedback', 'Amazing lectures']",people,people
