tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Computer Science,1484,University of Toronto - St. George Campus,Bahar,,Aameri,1982478,15,good,TEACHER,PROFESSOR,4.5
Electrical Engineering,1484,University of Toronto - St. George Campus,Parham,,Aarabi,46096,123,good,TEACHER,PROFESSOR,4.3
Classics,1484,University of Toronto - St. George Campus,John Elmer,,Abad,1321299,2,good,TEACHER,PROFESSOR,3.8
Chemistry,1484,University of Toronto - St. George Campus,Jon,,Abbatt,799938,11,good,TEACHER,PROFESSOR,3.9
Social Work,1484,University of Toronto - St. George Campus,Rida,,Abboud,1521594,1,good,TEACHER,PROFESSOR,3.5
Electrical Engineering,1484,University of Toronto - St. George Campus,Tarek,,Abdelrahman,43219,63,good,TEACHER,PROFESSOR,4.8
Civil Engineering,1484,University of Toronto - St. George Campus,Baher,,Abdulhai,167860,12,good,TEACHER,PROFESSOR,4.2
Criminal Justice,1484,University of Toronto - St. George Campus,Samantha,,Abey,2505226,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1484,University of Toronto - St. George Campus,Oswal,,Abhishek,2499193,0,zero,TEACHER,PROFESSOR,N/A
Geography,1484,University of Toronto - St. George Campus,Christian,,Abizaid,1667728,7,good,TEACHER,PROFESSOR,3.9
Botany,1484,University of Toronto - St. George Campus,Mounir,,AbouHaidar,32693,81,good,TEACHER,PROFESSOR,3.8
Physics,1484,University of Toronto - St. George Campus,Roberto,,Abraham,181152,39,good,TEACHER,PROFESSOR,4.7
History,1484,University of Toronto - St. George Campus,Jane,,Abray,101620,22,good,TEACHER,PROFESSOR,4.6
Sociology,1484,University of Toronto - St. George Campus,Yogendra,,Acharya,1442284,3,poor,TEACHER,PROFESSOR,1.7
Ethnic Studies,1484,University of Toronto - St. George Campus,Pushpa,Raj,Acharya,2506151,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1484,University of Toronto - St. George Campus,Vera,,Achvarina,1571911,2,good,TEACHER,PROFESSOR,4.8
Management,1484,University of Toronto - St. George Campus,Atif,,Acikgoz,2413906,8,poor,TEACHER,PROFESSOR,2.3
Literature,1484,University of Toronto - St. George Campus,Alan,,Ackerman,19093,79,poor,TEACHER,PROFESSOR,2.5
Engineering,1484,University of Toronto - St. George Campus,Edgar,,Acosta,1159224,9,poor,TEACHER,PROFESSOR,2.3
Theology,1484,University of Toronto - St. George Campus,Joseph Chandrakanthan,,Adaigalamuthu,998262,3,good,TEACHER,PROFESSOR,5.0
Civil Engineering,1484,University of Toronto - St. George Campus,Barry,,Adams,205041,9,average,TEACHER,PROFESSOR,3.4
Not Specified,1484,University of Toronto - St. George Campus,LI,,Adfdf,1592761,0,zero,TEACHER,PROFESSOR,N/A
Chemical Engineering,1484,University of Toronto - St. George Campus,Kamal,,Adham,2246332,3,good,TEACHER,PROFESSOR,5.0
Political Science,1484,University of Toronto - St. George Campus,Naomi,,Adiv,2570078,2,poor,TEACHER,PROFESSOR,1.5
Not Specified,1484,University of Toronto - St. George Campus,Paul,,Adjei,990449,5,good,TEACHER,PROFESSOR,4.8
Writing,1484,University of Toronto - St. George Campus,Daniel,,Adleman,2322924,2,good,TEACHER,PROFESSOR,5.0
Political Science,1484,University of Toronto - St. George Campus,Emanuel,,Adler,94426,10,average,TEACHER,PROFESSOR,3.3
Computer Science,1484,University of Toronto - St. George Campus,Elias,,Adum,2556030,0,zero,TEACHER,PROFESSOR,N/A
Electrical Engineering,1484,University of Toronto - St. George Campus,Ravi,,Adve,29000,34,good,TEACHER,PROFESSOR,4.1
Electrical Engineering,1484,University of Toronto - St. George Campus,Raviraj,,Adve,2270558,1,good,TEACHER,PROFESSOR,5.0
Criminal Justice,1484,University of Toronto - St. George Campus,Samantha,,Aeby,2494751,0,zero,TEACHER,PROFESSOR,N/A
Science,1484,University of Toronto - St. George Campus,Anurag,,Agrawal,33488,47,good,TEACHER,PROFESSOR,3.7
Business,1484,University of Toronto - St. George Campus,Ajay,,Agrawal,356968,20,good,TEACHER,PROFESSOR,4.3
Zoology,1484,University of Toronto - St. George Campus,Aneil,,Agrawal,629899,10,good,TEACHER,PROFESSOR,3.8
Medicine,1484,University of Toronto - St. George Campus,Anne,,Agur,1831098,3,average,TEACHER,PROFESSOR,2.5
Business,1484,University of Toronto - St. George Campus,Anwar,,Ahmed,186947,13,poor,TEACHER,PROFESSOR,1.6
Political Science,1484,University of Toronto - St. George Campus,Khalid,,Ahmed,2091646,5,good,TEACHER,PROFESSOR,4.6
Religion,1484,University of Toronto - St. George Campus,Juhn,,Ahn,985612,3,average,TEACHER,PROFESSOR,2.8
Education,1484,University of Toronto - St. George Campus,Marion,,Ahrens,1267895,0,zero,TEACHER,PROFESSOR,N/A
Philosophy,1484,University of Toronto - St. George Campus,Donald,,Ainslie,43751,20,good,TEACHER,PROFESSOR,3.6
Theology,1484,University of Toronto - St. George Campus,Phyllis,,Airhart,376823,5,good,TEACHER,PROFESSOR,4.0
Electrical Engineering,1484,University of Toronto - St. George Campus,Stewart,,Aitchison,335042,14,good,TEACHER,PROFESSOR,4.6
History,1484,University of Toronto - St. George Campus,Robert,,Aitken,813801,0,zero,TEACHER,PROFESSOR,N/A
English,1484,University of Toronto - St. George Campus,Suzanne,,Akbari,51015,34,good,TEACHER,PROFESSOR,4.8
Psychology,1484,University of Toronto - St. George Campus,Emis,,Akbari,2149992,2,poor,TEACHER,PROFESSOR,1.5
Psychology,1484,University of Toronto - St. George Campus,Homura,,Akemi,1880824,0,zero,TEACHER,PROFESSOR,N/A
Architecture,1484,University of Toronto - St. George Campus,Mitchell,,Akiyama,2509199,0,zero,TEACHER,PROFESSOR,N/A
Classics,1484,University of Toronto - St. George Campus,Ben,,Akrigg,1006091,18,good,TEACHER,PROFESSOR,4.4
Statistics,1484,University of Toronto - St. George Campus,Luai ,,Al Labadi,1980452,22,good,TEACHER,PROFESSOR,4.5
Not Specified,1484,University of Toronto - St. George Campus,Tamer,,Al-Diraybi,1182732,2,poor,TEACHER,PROFESSOR,2.2
Mathematics,1484,University of Toronto - St. George Campus,Faisal,,Al-Faisal,2505657,2,good,TEACHER,PROFESSOR,4.5
Mathematics,1484,University of Toronto - St. George Campus,Aghil,,Alaee Khangha,2313738,10,average,TEACHER,PROFESSOR,3.4
Social Science,1484,University of Toronto - St. George Campus,Ramona,,Alaggia,41511,8,good,TEACHER,PROFESSOR,3.5
Law,1484,University of Toronto - St. George Campus,Benjamin,,Alarie,467544,12,good,TEACHER,PROFESSOR,4.5
Languages,1484,University of Toronto - St. George Campus,Gabriela,,Alboiu,50388,13,average,TEACHER,PROFESSOR,2.8
Mathematics,1484,University of Toronto - St. George Campus,Mihai,,Alboiu,2524835,3,good,TEACHER,PROFESSOR,5.0
Industrial Engineering,1484,University of Toronto - St. George Campus,Dionne,,Aleman,1158989,30,good,TEACHER,PROFESSOR,3.6
Mathematics,1484,University of Toronto - St. George Campus,Syridon,,Alexakis,2359464,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1484,University of Toronto - St. George Campus,Spyros,,Alexakis,1813712,8,poor,TEACHER,PROFESSOR,1.9
Political Science,1484,University of Toronto - St. George Campus,Liz,,Alexander,424541,4,average,TEACHER,PROFESSOR,2.6
Women's Studies,1484,University of Toronto - St. George Campus,M. Jacqui,,Alexander,820943,7,good,TEACHER,PROFESSOR,3.9
Women,1484,University of Toronto - St. George Campus,Jacqui,,Alexander,1525775,0,zero,TEACHER,PROFESSOR,N/A
Economics,1484,University of Toronto - St. George Campus,Michelle,,Alexopoulos,188115,13,good,TEACHER,PROFESSOR,3.8
Biology,1484,University of Toronto - St. George Campus,Tania,,Alexson,2574628,0,zero,TEACHER,PROFESSOR,N/A
Near & Middle Eastern Civilizations,1484,University of Toronto - St. George Campus,Abdel-Khalig,,Ali,15657,35,good,TEACHER,PROFESSOR,3.8
Engineering,1484,University of Toronto - St. George Campus,Saima,,Ali,2514698,1,poor,TEACHER,PROFESSOR,1.0
Near & Middle Eastern Civilizations,1484,University of Toronto - St. George Campus,Adam,,Ali,1916302,15,good,TEACHER,PROFESSOR,4.9
Writing,1484,University of Toronto - St. George Campus,Guy,,Allen,32792,37,good,TEACHER,PROFESSOR,4.5
Chemical Engineering,1484,University of Toronto - St. George Campus,Grant,,Allen,64212,18,good,TEACHER,PROFESSOR,4.0
Philosophy,1484,University of Toronto - St. George Campus,Derek,,Allen,113278,32,good,TEACHER,PROFESSOR,4.8
Pharmacology,1484,University of Toronto - St. George Campus,Christine,,Allen,780247,3,average,TEACHER,PROFESSOR,2.5
Architecture,1484,University of Toronto - St. George Campus,Matthew,,Allen,1619902,7,good,TEACHER,PROFESSOR,4.6
Computer Science,1484,University of Toronto - St. George Campus,Sonya,,Allin,2256669,1,good,TEACHER,PROFESSOR,4.0
Health Science,1484,University of Toronto - St. George Campus,Dan,,Allman,2001548,1,good,TEACHER,PROFESSOR,5.0
Psychology,1484,University of Toronto - St. George Campus,Alisa,,Almas,1000945,2,good,TEACHER,PROFESSOR,3.8
Engineering,1484,University of Toronto - St. George Campus,Rene,,Alvarez,2290441,1,poor,TEACHER,PROFESSOR,2.0
Languages,1484,University of Toronto - St. George Campus,Yasmin ,,Aly,2027955,6,good,TEACHER,PROFESSOR,4.4
Architecture,1484,University of Toronto - St. George Campus,Victor,Perez,Amado,2488381,2,good,TEACHER,PROFESSOR,4.0
History,1484,University of Toronto - St. George Campus,Sarah,,Amato,1971583,0,zero,TEACHER,PROFESSOR,N/A
Chemical Engineering,1484,University of Toronto - St. George Campus,Chris,,Ambidge,312300,6,average,TEACHER,PROFESSOR,3.3
Literature,1484,University of Toronto - St. George Campus,Veronika,,Ambros,830235,8,poor,TEACHER,PROFESSOR,2.2
Business,1484,University of Toronto - St. George Campus,Terry,,Amburgey,38879,17,good,TEACHER,PROFESSOR,4.0
Management,1484,University of Toronto - St. George Campus,Joel,,Amernic,100901,19,good,TEACHER,PROFESSOR,4.6
Psychology,1484,University of Toronto - St. George Campus,Oren,,Amitay,326485,18,good,TEACHER,PROFESSOR,4.5
Geography,1484,University of Toronto - St. George Campus,Sabrien,,Amrov,2505225,0,zero,TEACHER,PROFESSOR,N/A
History,1484,University of Toronto - St. George Campus,Dimitry,,Anastakis,2518410,1,good,TEACHER,PROFESSOR,5.0
Sociology,1484,University of Toronto - St. George Campus,Bob,,Andersen,1210010,7,good,TEACHER,PROFESSOR,4.3
Psychology,1484,University of Toronto - St. George Campus,Adam Keith,,Anderson,405754,22,good,TEACHER,PROFESSOR,4.7
History,1484,University of Toronto - St. George Campus,Patricia,,Anderson,840654,0,zero,TEACHER,PROFESSOR,N/A
Electrical & Comp. Engineering,1484,University of Toronto - St. George Campus,Jason,,Anderson,1180294,20,good,TEACHER,PROFESSOR,4.8
Geology,1484,University of Toronto - St. George Campus,Melissa,O,Anderson,2481185,1,good,TEACHER,PROFESSOR,5.0
Fine Arts,1484,University of Toronto - St. George Campus,Christy,,Anderson,567196,39,good,TEACHER,PROFESSOR,3.9
Electrical Engineering,1484,University of Toronto - St. George Campus,Phil,,Anderson,642682,16,average,TEACHER,PROFESSOR,2.6
Pharmacology,1484,University of Toronto - St. George Campus,Ana,,Andreazza,2143156,6,poor,TEACHER,PROFESSOR,1.8
Biology,1484,University of Toronto - St. George Campus,Stavroula,,Andreopoulos,827081,69,average,TEACHER,PROFESSOR,2.6
Biology,1484,University of Toronto - St. George Campus,Brenda,,Andrews,630711,0,zero,TEACHER,PROFESSOR,N/A
Near Eastern Studies,1484,University of Toronto - St. George Campus,Valerie,,Angenot,800294,5,good,TEACHER,PROFESSOR,4.5
Philosophy,1484,University of Toronto - St. George Campus,Asaf,,Angermann,1995213,1,good,TEACHER,PROFESSOR,4.0
Economics,1484,University of Toronto - St. George Campus,Masoud,,Anjomshoa,231258,130,average,TEACHER,PROFESSOR,3.3
Business,1484,University of Toronto - St. George Campus,Kim,,Ankers,10132,9,average,TEACHER,PROFESSOR,2.8
Health Science,1484,University of Toronto - St. George Campus,Burchell,,Ann,1827514,0,zero,TEACHER,PROFESSOR,N/A
Near amp Middle Eastern Civilizations,1484,University of Toronto - St. George Campus,Shira,,Appel,2518772,0,zero,TEACHER,PROFESSOR,N/A
Religion,1484,University of Toronto - St. George Campus,Simon,,Appolloni,1790504,25,good,TEACHER,PROFESSOR,4.1
Political Science,1484,University of Toronto - St. George Campus,Scott,,Aquanno,1775127,1,good,TEACHER,PROFESSOR,5.0
Linguistics,1484,University of Toronto - St. George Campus,Nicholas,Joseph,ara,2454797,0,zero,TEACHER,PROFESSOR,N/A
Theology,1484,University of Toronto - St. George Campus,Pablo,,Aragate,1400821,0,zero,TEACHER,PROFESSOR,N/A
History,1484,University of Toronto - St. George Campus,Themistoklis,,Aravossitas,2335297,3,good,TEACHER,PROFESSOR,5.0
Physical Education,1484,University of Toronto - St. George Campus,Kelly,,Arbour-Nicitopoulos,2454371,2,poor,TEACHER,PROFESSOR,1.5
Materials Engineering,1484,University of Toronto - St. George Campus,Stavros A.,,Argyropoulos,223809,21,poor,TEACHER,PROFESSOR,2.3
Humanities,1484,University of Toronto - St. George Campus,Antonela,,Arhin,2200378,1,good,TEACHER,PROFESSOR,5.0
Political Science,1484,University of Toronto - St. George Campus,Kenichi,,Ariga,2043934,24,good,TEACHER,PROFESSOR,3.7
East Asian Studies,1484,University of Toronto - St. George Campus,Jotaro,,Arimori,1996504,8,good,TEACHER,PROFESSOR,4.8
Psychology,1484,University of Toronto - St. George Campus,Michael,,Armson,2158666,0,zero,TEACHER,PROFESSOR,N/A
Business,1484,University of Toronto - St. George Campus,Ann,,Armstrong,1254397,0,zero,TEACHER,PROFESSOR,N/A
Fine Arts,1484,University of Toronto - St. George Campus,Carmello,,Arnoldin,43408,5,average,TEACHER,PROFESSOR,3.3
Pharmacology,1484,University of Toronto - St. George Campus,Michelle,,Arnot,1102699,30,poor,TEACHER,PROFESSOR,1.9
Mathematics,1484,University of Toronto - St. George Campus,James,,Arthur,1108735,2,good,TEACHER,PROFESSOR,4.5
Science,1484,University of Toronto - St. George Campus,Maria,,Arts,56776,10,poor,TEACHER,PROFESSOR,2.3
Geography,1484,University of Toronto - St. George Campus,Tamir,,Arviv,2048351,9,good,TEACHER,PROFESSOR,4.2
Architecture,1484,University of Toronto - St. George Campus,Teresa,,Ascencao,2550674,1,good,TEACHER,PROFESSOR,5.0
Social Work,1484,University of Toronto - St. George Campus,Rachelle,,Ashcroft,2312423,4,average,TEACHER,PROFESSOR,2.8
Mechanical Engineering,1484,University of Toronto - St. George Campus,Nasser,,Ashgriz,395820,30,average,TEACHER,PROFESSOR,2.7
Theater,1484,University of Toronto - St. George Campus,John,,Astington,467440,5,poor,TEACHER,PROFESSOR,2.4
Physical Education,1484,University of Toronto - St. George Campus,Michael,,Atkinson,1668947,12,good,TEACHER,PROFESSOR,4.2
Biochemistry,1484,University of Toronto - St. George Campus,Liliana,,Attisano,874823,2,poor,TEACHER,PROFESSOR,2.3
Engineering,1484,University of Toronto - St. George Campus,Julie,,Audet,1159218,2,poor,TEACHER,PROFESSOR,2.2
English,1484,University of Toronto - St. George Campus,Henry,,Auster,43451,11,average,TEACHER,PROFESSOR,2.7
Pharmacology,1484,University of Toronto - St. George Campus,Zubin,,Austin,1008001,17,good,TEACHER,PROFESSOR,4.8
Law,1484,University of Toronto - St. George Campus,Lisa,,Austin,2293347,0,zero,TEACHER,PROFESSOR,N/A
History,1484,University of Toronto - St. George Campus,Robert,,Austin,300291,27,good,TEACHER,PROFESSOR,4.3
Geography,1484,University of Toronto - St. George Campus,Carlos,,Avendano,2570466,1,good,TEACHER,PROFESSOR,5.0
Medicine,1484,University of Toronto - St. George Campus,Philip,,Awadalla,1423918,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1484,University of Toronto - St. George Campus,Tsasha,,Awong,453806,13,average,TEACHER,PROFESSOR,2.8
Materials Engineering,1484,University of Toronto - St. George Campus,Gisele,,Azimi,1975370,1,poor,TEACHER,PROFESSOR,1.0
Chemical Engineering,1484,University of Toronto - St. George Campus,Gisele,,Azimi,1287451,17,good,TEACHER,PROFESSOR,3.8
Electrical Engineering,1484,University of Toronto - St. George Campus,Lei,Jimmy,Ba,2244950,6,poor,TEACHER,PROFESSOR,1.3
Dentistry,1484,University of Toronto - St. George Campus,Rakan ,,Baaj ,1975196,4,good,TEACHER,PROFESSOR,5.0
Architecture,1484,University of Toronto - St. George Campus,Petros,,Babasikas,2351965,2,good,TEACHER,PROFESSOR,4.0
Fine Arts,1484,University of Toronto - St. George Campus,Chris,,Babey,64910,41,average,TEACHER,PROFESSOR,2.8
Music,1484,University of Toronto - St. George Campus,Mia,,Bach,924287,2,good,TEACHER,PROFESSOR,5.0
Medicine,1484,University of Toronto - St. George Campus,Peter,,Backx,2130204,1,good,TEACHER,PROFESSOR,5.0
Actuarial Science,1484,University of Toronto - St. George Campus,Andrei,,Badescu,1586805,11,good,TEACHER,PROFESSOR,3.9
Computer Science,1484,University of Toronto - St. George Campus,Ronald,,Baecker,192822,14,average,TEACHER,PROFESSOR,2.5
Psychology,1484,University of Toronto - St. George Campus,Michael,,Bagby,101458,10,average,TEACHER,PROFESSOR,2.8
Philosophy,1484,University of Toronto - St. George Campus,Farshid,,Baghai,832604,14,good,TEACHER,PROFESSOR,4.8
Materials Engineering,1484,University of Toronto - St. George Campus,Mohammadreza,,Baghbanan,1426340,3,good,TEACHER,PROFESSOR,3.7
Civil Engineering,1484,University of Toronto - St. George Campus,David,,Bagley,32034,13,average,TEACHER,PROFESSOR,3.3
Mathematics,1484,University of Toronto - St. George Campus,Simon,,Baig,2560695,0,zero,TEACHER,PROFESSOR,N/A
Philosophy,1484,University of Toronto - St. George Campus,Brian,,Baigrie,32216,60,average,TEACHER,PROFESSOR,3.0
Mathematics,1484,University of Toronto - St. George Campus,Michael,,Bailey,1482700,0,zero,TEACHER,PROFESSOR,N/A
Physics,1484,University of Toronto - St. George Campus,David,,Bailey,1645625,4,poor,TEACHER,PROFESSOR,1.9
English,1484,University of Toronto - St. George Campus,John,,Baird,36636,64,average,TEACHER,PROFESSOR,3.4
Medicine,1484,University of Toronto - St. George Campus,Roy,,Baker,16847,66,good,TEACHER,PROFESSOR,4.1
Economics,1484,University of Toronto - St. George Campus,Michael,,Baker,58570,13,good,TEACHER,PROFESSOR,4.4
Materials Engineering,1484,University of Toronto - St. George Campus,Warren,,Baker,547784,5,good,TEACHER,PROFESSOR,3.7
Zoology,1484,University of Toronto - St. George Campus,Robert,,Baker,773297,1,good,TEACHER,PROFESSOR,5.0
Near  Middle Eastern Civilizations,1484,University of Toronto - St. George Campus,Heather,,Baker,2247819,3,good,TEACHER,PROFESSOR,4.0
English,1484,University of Toronto - St. George Campus,Deidre,,Baker,48125,41,average,TEACHER,PROFESSOR,3.0
Computer Science,1484,University of Toronto - St. George Campus,Rabia,,Bakhteri,2336750,11,average,TEACHER,PROFESSOR,2.9
Computer Science,1484,University of Toronto - St. George Campus,Ravin,,Balakrishnan,17797,12,average,TEACHER,PROFESSOR,3.0
Industrial Engineering,1484,University of Toronto - St. George Campus,Baris,,Balcioglu,467871,18,average,TEACHER,PROFESSOR,3.3
Social Science,1484,University of Toronto - St. George Campus,Bernd,,Baldus,101470,16,average,TEACHER,PROFESSOR,2.8
Mathematics,1484,University of Toronto - St. George Campus,Tracey,,Balehowsky,2149077,2,good,TEACHER,PROFESSOR,4.5
Health Science,1484,University of Toronto - St. George Campus,Peri,,Ballantyne,567551,6,average,TEACHER,PROFESSOR,2.9
Health Science,1484,University of Toronto - St. George Campus,Dee,,Ballyk,950940,12,good,TEACHER,PROFESSOR,4.3
Medicine,1484,University of Toronto - St. George Campus,Barbara,,Ballyk,1600450,18,good,TEACHER,PROFESSOR,4.5
Political Science,1484,University of Toronto - St. George Campus,Ryan,,Balot,976361,23,good,TEACHER,PROFESSOR,4.0
English,1484,University of Toronto - St. George Campus,Carroll,,Balot,1012056,43,average,TEACHER,PROFESSOR,3.3
Anthropology,1484,University of Toronto - St. George Campus,Sandra,,Bamford,36199,8,good,TEACHER,PROFESSOR,4.1
Statistics,1484,University of Toronto - St. George Campus,Dragan,,Banjevic,638683,46,poor,TEACHER,PROFESSOR,1.7
Geology,1484,University of Toronto - St. George Campus,Charly,,Bank,771350,25,average,TEACHER,PROFESSOR,3.0
Anthropology,1484,University of Toronto - St. George Campus,Ted,,Banning,21579,18,good,TEACHER,PROFESSOR,3.8
Film,1484,University of Toronto - St. George Campus,Kass,,Banning,10065,30,average,TEACHER,PROFESSOR,2.8
Medicine,1484,University of Toronto - St. George Campus,Brenda,,Banwell,1165384,0,zero,TEACHER,PROFESSOR,N/A
Accounting,1484,University of Toronto - St. George Campus,Xin,,Baohua,1523578,6,average,TEACHER,PROFESSOR,3.3
Mathematics,1484,University of Toronto - St. George Campus,Dror,,Bar-Natan,80621,22,good,TEACHER,PROFESSOR,4.5
Mathematics,1484,University of Toronto - St. George Campus,Assaf,,Bar-Natan,2522004,6,good,TEACHER,PROFESSOR,4.0
Anthropology,1484,University of Toronto - St. George Campus,Victor,,Barac,49720,17,good,TEACHER,PROFESSOR,4.0
Electrical Engineering,1484,University of Toronto - St. George Campus,Berj,,Bardakjian,41048,43,average,TEACHER,PROFESSOR,3.0
Medicine,1484,University of Toronto - St. George Campus,Howard,,Bargman,693691,0,zero,TEACHER,PROFESSOR,N/A
Anthropology,1484,University of Toronto - St. George Campus,Joshua,,Barker,393070,17,good,TEACHER,PROFESSOR,4.2
Humanities,1484,University of Toronto - St. George Campus,Christopher,,Barnes,519197,6,average,TEACHER,PROFESSOR,3.1
Psychology,1484,University of Toronto - St. George Campus,Alexander,,Barnett,2204272,0,zero,TEACHER,PROFESSOR,N/A
Philosophy,1484,University of Toronto - St. George Campus,David,,Barnett,2302630,2,good,TEACHER,PROFESSOR,3.5
Philosophy,1484,University of Toronto - St. George Campus,Rachel,,Barney,125928,12,average,TEACHER,PROFESSOR,3.4
Psychology,1484,University of Toronto - St. George Campus,Maxwell,,Barranti,2394598,5,good,TEACHER,PROFESSOR,4.6
Biology,1484,University of Toronto - St. George Campus,Spencer,,Barrett,10883,186,good,TEACHER,PROFESSOR,3.6
Science,1484,University of Toronto - St. George Campus,M,,Barrett,47729,14,good,TEACHER,PROFESSOR,3.7
Communication,1484,University of Toronto - St. George Campus,Paul,,Barrett,2131463,1,poor,TEACHER,PROFESSOR,1.5
Accounting,1484,University of Toronto - St. George Campus,Catherine,,Barrette,2171282,15,good,TEACHER,PROFESSOR,4.2
Philosophy,1484,University of Toronto - St. George Campus,Hakob,,Barseghyan,1550369,88,good,TEACHER,PROFESSOR,4.9
Computer Science,1484,University of Toronto - St. George Campus,Marina,,Barsky,2201105,18,good,TEACHER,PROFESSOR,4.7
Molecular Biosciences,1484,University of Toronto - St. George Campus,Dalia,,Barsyte,1910997,1,good,TEACHER,PROFESSOR,4.5
History,1484,University of Toronto - St. George Campus,Kenneth,,Bartlett,16751,153,good,TEACHER,PROFESSOR,4.1
History,1484,University of Toronto - St. George Campus,Deborah,,Barton,1884930,4,average,TEACHER,PROFESSOR,3.4
Education,1484,University of Toronto - St. George Campus,Nina,,Bascia,256486,7,average,TEACHER,PROFESSOR,3.1
Political Science,1484,University of Toronto - St. George Campus,Sylvia,,Bashevkin,125900,10,poor,TEACHER,PROFESSOR,2.4
Social Science,1484,University of Toronto - St. George Campus,Elena,,Basile,1998036,5,good,TEACHER,PROFESSOR,4.4
Environmental Studies,1484,University of Toronto - St. George Campus,Brad,,Bass,1152473,2,average,TEACHER,PROFESSOR,2.5
Chemistry,1484,University of Toronto - St. George Campus,Robert,,Batey,109913,10,good,TEACHER,PROFESSOR,4.3
History,1484,University of Toronto - St. George Campus,Stephen,,Batiuk,321274,14,good,TEACHER,PROFESSOR,4.0
English,1484,University of Toronto - St. George Campus,Claire,,Battershill,1735315,0,zero,TEACHER,PROFESSOR,N/A
Accounting,1484,University of Toronto - St. George Campus,Jack,,Bauer,2271964,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1484,University of Toronto - St. George Campus,Gary,,Baumgartner,20260,70,good,TEACHER,PROFESSOR,3.8
Medicine,1484,University of Toronto - St. George Campus,Richard,,Bazinet,965445,5,good,TEACHER,PROFESSOR,4.2
Mechanical Engineering,1484,University of Toronto - St. George Campus,Aimy,,Bazylak,2248624,5,poor,TEACHER,PROFESSOR,1.6
Mechanical Engineering,1484,University of Toronto - St. George Campus,Jason,,Bazylak,1742520,5,poor,TEACHER,PROFESSOR,1.7
Mathematics,1484,University of Toronto - St. George Campus,Trefor,,Bazzett,2097455,5,good,TEACHER,PROFESSOR,4.6
Italian,1484,University of Toronto - St. George Campus,Sebastiano,,Bazzichetto,2043927,3,good,TEACHER,PROFESSOR,4.5
Science,1484,University of Toronto - St. George Campus,Christine,,Bear,953802,2,good,TEACHER,PROFESSOR,4.5
Art History,1484,University of Toronto - St. George Campus,Jordan,,Bear,1806743,17,good,TEACHER,PROFESSOR,4.3
Architecture,1484,University of Toronto - St. George Campus,Philip,,Beasley,1240266,0,zero,TEACHER,PROFESSOR,N/A
History,1484,University of Toronto - St. George Campus,Brian,,Beaton,1352022,10,good,TEACHER,PROFESSOR,4.4
Economics,1484,University of Toronto - St. George Campus,Jonathan,,Beauchamp,2221693,11,good,TEACHER,PROFESSOR,4.0
Industrial Engineering,1484,University of Toronto - St. George Campus,Chris,,Beck,1637685,5,average,TEACHER,PROFESSOR,2.9
Information Science,1484,University of Toronto - St. George Campus,Christoph,,Becker,1884786,7,average,TEACHER,PROFESSOR,2.8
Geography,1484,University of Toronto - St. George Campus,Paul,,Bedford,1185758,0,zero,TEACHER,PROFESSOR,N/A
Information Science,1484,University of Toronto - St. George Campus,Claire,,Beghtol,32380,6,good,TEACHER,PROFESSOR,3.8
Sociology,1484,University of Toronto - St. George Campus,Judith,,Beglaubter,2506795,1,poor,TEACHER,PROFESSOR,1.0
Anthropology,1484,University of Toronto - St. George Campus,David,,Begun,101496,52,average,TEACHER,PROFESSOR,3.3
Social Work,1484,University of Toronto - St. George Campus,Stephanie,,Begun,2338839,1,good,TEACHER,PROFESSOR,5.0
Computer Science,1484,University of Toronto - St. George Campus,Pardis,,Beikzadeh,1483562,1,good,TEACHER,PROFESSOR,5.0
Political Science,1484,University of Toronto - St. George Campus,Ronald,,Beiner,104518,8,poor,TEACHER,PROFESSOR,1.8
Linguistics,1484,University of Toronto - St. George Campus,Susana,,Bejar,2410089,20,poor,TEACHER,PROFESSOR,1.5
Political Science,1484,University of Toronto - St. George Campus,Ana-Maria,,Bejerano,1822515,1,good,TEACHER,PROFESSOR,4.0
Anthropology,1484,University of Toronto - St. George Campus,Lindsay,,Bell,1700800,7,good,TEACHER,PROFESSOR,4.4
Mathematics,1484,University of Toronto - St. George Campus,Jordan,null,Bell,1818631,4,average,TEACHER,PROFESSOR,3.1
French,1484,University of Toronto - St. George Campus,Sophia,,Bello,2555700,3,average,TEACHER,PROFESSOR,2.7
Mathematics,1484,University of Toronto - St. George Campus,Andre,,Belotto Da Silva,1919096,2,good,TEACHER,PROFESSOR,4.8
Political Science,1484,University of Toronto - St. George Campus,Francisco,,Beltran,2476655,4,good,TEACHER,PROFESSOR,3.5
English,1484,University of Toronto - St. George Campus,John,,Bemrose,2244517,7,good,TEACHER,PROFESSOR,4.6
Engineering,1484,University of Toronto - St. George Campus,Tim,,Bender,1874943,4,good,TEACHER,PROFESSOR,3.5
Mechanical Engineering,1484,University of Toronto - St. George Campus,Beno,,Benhabib,48684,43,good,TEACHER,PROFESSOR,4.4
Economics,1484,University of Toronto - St. George Campus,Dwayne,,Benjamin,339332,17,good,TEACHER,PROFESSOR,3.6
