tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Computer Science,1484,University of Toronto - St. George Campus,Matt,,Medland,2408136,0,zero,TEACHER,PROFESSOR,N/A
French,1484,University of Toronto - St. George Campus,Yevgeny,,Medvedev,645214,7,average,TEACHER,PROFESSOR,3.0
Mechanical Engineering,1484,University of Toronto - St. George Campus,Shaker,,Meguid,102495,30,average,TEACHER,PROFESSOR,2.5
English,1484,University of Toronto - St. George Campus,Rijuta,,Mehta,2362969,8,good,TEACHER,PROFESSOR,4.8
Geography,1484,University of Toronto - St. George Campus,Aditi,,Mehta,2494642,7,good,TEACHER,PROFESSOR,4.3
Mathematics,1484,University of Toronto - St. George Campus,Eckhard,,Meinrenken,22064,24,good,TEACHER,PROFESSOR,4.2
Linguistics,1484,University of Toronto - St. George Campus,Emilia,,Melara,2436632,0,zero,TEACHER,PROFESSOR,N/A
Biochemistry,1484,University of Toronto - St. George Campus,Roman,,Melnyk,1846408,14,good,TEACHER,PROFESSOR,4.7
Business,1484,University of Toronto - St. George Campus,Uli,,Menzfriecke,1194845,0,zero,TEACHER,PROFESSOR,N/A
Social Work,1484,University of Toronto - St. George Campus,Peter,,Menzies,752324,5,good,TEACHER,PROFESSOR,4.2
Computer Science,1484,University of Toronto - St. George Campus,Sina,,Meraji,2325668,11,poor,TEACHER,PROFESSOR,2.2
Civil Engineering,1484,University of Toronto - St. George Campus,Oya,,Mercan,2079724,4,good,TEACHER,PROFESSOR,4.0
Biology,1484,University of Toronto - St. George Campus,Christina,,Merkley,2053784,1,good,TEACHER,PROFESSOR,4.0
History,1484,University of Toronto - St. George Campus,Peter,,Mersereau,1595162,9,good,TEACHER,PROFESSOR,4.1
English,1484,University of Toronto - St. George Campus,Cynthia,,Messenger,1827161,3,good,TEACHER,PROFESSOR,3.9
History,1484,University of Toronto - St. George Campus,Heather,,Metcalfe,1163975,5,poor,TEACHER,PROFESSOR,2.0
Psychology,1484,University of Toronto - St. George Campus,Molly,,Metz,2428842,2,average,TEACHER,PROFESSOR,3.0
Statistics,1484,University of Toronto - St. George Campus,Molly,,Metz,2291667,37,average,TEACHER,PROFESSOR,3.1
History,1484,University of Toronto - St. George Campus,Mark,,Meyerson,16849,13,good,TEACHER,PROFESSOR,4.8
Geology,1484,University of Toronto - St. George Campus,Andrew,,Miall,80230,26,average,TEACHER,PROFESSOR,2.6
Writing,1484,University of Toronto - St. George Campus,Shawn,,Micallef,2271054,2,poor,TEACHER,PROFESSOR,1.0
Humanities,1484,University of Toronto - St. George Campus,Rod,,Michalko,1151280,9,good,TEACHER,PROFESSOR,3.6
English,1484,University of Toronto - St. George Campus,Fabienne,,Michelet,1773195,18,good,TEACHER,PROFESSOR,4.0
Sociology,1484,University of Toronto - St. George Campus,William,,Michelson,627678,3,good,TEACHER,PROFESSOR,3.5
Biology,1484,University of Toronto - St. George Campus,Nicole,,Mideo,1991355,24,good,TEACHER,PROFESSOR,3.8
Psychology,1484,University of Toronto - St. George Campus,Claire,,Midgley,2572800,0,zero,TEACHER,PROFESSOR,N/A
French,1484,University of Toronto - St. George Campus,Ramona,,Mielusel,1564118,2,good,TEACHER,PROFESSOR,4.0
Social Science,1484,University of Toronto - St. George Campus,Irina,,Mihalache,2117777,1,poor,TEACHER,PROFESSOR,1.0
Languages,1484,University of Toronto - St. George Campus,Julia,,Mikhailova,2004287,5,good,TEACHER,PROFESSOR,4.8
Mechanical Engineering,1484,University of Toronto - St. George Campus,Paul,,Milgram,56010,9,good,TEACHER,PROFESSOR,4.0
Computer Science,1484,University of Toronto - St. George Campus,Renee,,Miller,459526,7,average,TEACHER,PROFESSOR,2.8
Psychology,1484,University of Toronto - St. George Campus,Noam,,Miller,938813,8,good,TEACHER,PROFESSOR,3.6
Chemistry,1484,University of Toronto - St. George Campus,Elizabeth,,Miller,962121,2,good,TEACHER,PROFESSOR,4.8
Near  Middle Eastern Civilizations,1484,University of Toronto - St. George Campus,Jeannie,,Miller,2197534,2,good,TEACHER,PROFESSOR,5.0
Humanities,1484,University of Toronto - St. George Campus,Michael,,Miller,2335618,1,poor,TEACHER,PROFESSOR,2.0
Mathematics,1484,University of Toronto - St. George Campus,Evan,,Miller,2380937,3,average,TEACHER,PROFESSOR,3.0
Civil Engineering,1484,University of Toronto - St. George Campus,Eric,,Miller,70867,4,average,TEACHER,PROFESSOR,3.4
Philosophy,1484,University of Toronto - St. George Campus,Michael,,Miller,2505843,0,zero,TEACHER,PROFESSOR,N/A
History,1484,University of Toronto - St. George Campus,Kenneth,,Mills,466929,10,good,TEACHER,PROFESSOR,4.2
Mechanical Engineering,1484,University of Toronto - St. George Campus,J.K.,,Mills,1526575,3,poor,TEACHER,PROFESSOR,1.0
Religion,1484,University of Toronto - St. George Campus,Libbie,,Mills,2477081,0,zero,TEACHER,PROFESSOR,N/A
History,1484,University of Toronto - St. George Campus,Sean,,Mills,2387845,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1484,University of Toronto - St. George Campus,Pierre,,Milman,63603,35,poor,TEACHER,PROFESSOR,1.9
Chemical Engineering,1484,University of Toronto - St. George Campus,Charles,,Mims,35067,10,average,TEACHER,PROFESSOR,3.2
Electrical Engineering,1484,University of Toronto - St. George Campus,Arin,,Minasian,2524642,6,good,TEACHER,PROFESSOR,5.0
Architecture,1484,University of Toronto - St. George Campus,Peter,,Minosh,2412399,13,poor,TEACHER,PROFESSOR,2.0
Chemistry,1484,University of Toronto - St. George Campus,Tihana,,Mirkovic,1452164,19,average,TEACHER,PROFESSOR,3.4
Health Science,1484,University of Toronto - St. George Campus,Raza,,Mirza,2213280,2,good,TEACHER,PROFESSOR,5.0
Philosophy,1484,University of Toronto - St. George Campus,Cheryl,,Misak,2079058,2,good,TEACHER,PROFESSOR,3.8
History,1484,University of Toronto - St. George Campus,Max,,Mishler,2433713,4,good,TEACHER,PROFESSOR,5.0
Biology,1484,University of Toronto - St. George Campus,Jennifer,,Mitchell,1561948,5,good,TEACHER,PROFESSOR,3.6
Pharmacology,1484,University of Toronto - St. George Campus,Jane,,Mitchell,2175073,7,average,TEACHER,PROFESSOR,2.7
Business,1484,University of Toronto - St. George Campus,Matt,,Mitchell,1194839,3,good,TEACHER,PROFESSOR,5.0
Geography,1484,University of Toronto - St. George Campus,Raktim,,Mitra,1667751,1,poor,TEACHER,PROFESSOR,2.0
Physics,1484,University of Toronto - St. George Campus,Jerry,,Mitrovica,223426,11,good,TEACHER,PROFESSOR,4.9
Biology,1484,University of Toronto - St. George Campus,Kirti,,Mittal,2228828,3,good,TEACHER,PROFESSOR,3.7
Near Eastern Studies,1484,University of Toronto - St. George Campus,Amira,,Mittermaier,1609602,1,good,TEACHER,PROFESSOR,3.5
Sociology,1484,University of Toronto - St. George Campus,Guang ,Ying,Mo,1928374,2,poor,TEACHER,PROFESSOR,1.5
Astronomy,1484,University of Toronto - St. George Campus,Stefan,,Mochnacki,1177959,7,average,TEACHER,PROFESSOR,2.5
Economics,1484,University of Toronto - St. George Campus,Ted,,Mock,104613,3,good,TEACHER,PROFESSOR,3.7
Biology,1484,University of Toronto - St. George Campus,Wolfgang,,Moeder,1813696,10,poor,TEACHER,PROFESSOR,2.2
Education,1484,University of Toronto - St. George Campus,Lyndsay,,Moffatt,2435615,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1484,University of Toronto - St. George Campus,Morteza,,Moghaddassian,2532388,0,zero,TEACHER,PROFESSOR,N/A
Mechanical Engineering,1484,University of Toronto - St. George Campus,Faizul,,Mohee,2315286,24,good,TEACHER,PROFESSOR,4.5
Electrical Engineering,1484,University of Toronto - St. George Campus,Mohammad,,Mojahedi,164086,17,average,TEACHER,PROFESSOR,3.2
Management,1484,University of Toronto - St. George Campus,Mihnea,,Moldoveanu,1423195,0,zero,TEACHER,PROFESSOR,N/A
History,1484,University of Toronto - St. George Campus,Dennis,,Molinaro,2162845,1,good,TEACHER,PROFESSOR,5.0
Computer Science,1484,University of Toronto - St. George Campus,Michael,,Molloy,24998,6,average,TEACHER,PROFESSOR,3.1
Botany,1484,University of Toronto - St. George Campus,Jean-Marc,,Moncalvo,779400,7,average,TEACHER,PROFESSOR,3.0
Mathematics,1484,University of Toronto - St. George Campus,Pinaki,,Mondal,1619737,2,average,TEACHER,PROFESSOR,3.0
Economics,1484,University of Toronto - St. George Campus,Jordi,,Mondria,1316666,8,good,TEACHER,PROFESSOR,4.7
Science,1484,University of Toronto - St. George Campus,Gaspard,,Montandon,2401960,3,poor,TEACHER,PROFESSOR,2.0
Science,1484,University of Toronto - St. George Campus,Neil,,Montgomery,87403,30,good,TEACHER,PROFESSOR,3.6
Astronomy,1484,University of Toronto - St. George Campus,Dae-Sik,,Moon,1739675,3,average,TEACHER,PROFESSOR,3.3
Statistics,1484,University of Toronto - St. George Campus,Nathalie,,Moon,2412970,3,good,TEACHER,PROFESSOR,3.7
Anthropology,1484,University of Toronto - St. George Campus,Hollis,,Moore,2550669,2,average,TEACHER,PROFESSOR,3.0
Mathematics,1484,University of Toronto - St. George Campus,Amir,,Moradifam,1684894,3,good,TEACHER,PROFESSOR,5.0
Science,1484,University of Toronto - St. George Campus,Larry,,Moran,39948,27,poor,TEACHER,PROFESSOR,1.3
Medicine,1484,University of Toronto - St. George Campus,Michael,,Moran,1151749,0,zero,TEACHER,PROFESSOR,N/A
Mechanical Engineering,1484,University of Toronto - St. George Campus,Joaquin,,Moran,1935273,5,good,TEACHER,PROFESSOR,3.5
Law,1484,University of Toronto - St. George Campus,Mayo,,Moran,2137540,1,good,TEACHER,PROFESSOR,5.0
Political Science,1484,University of Toronto - St. George Campus,Julie,,Moreau,2501886,0,zero,TEACHER,PROFESSOR,N/A
Philosophy,1484,University of Toronto - St. George Campus,Sophia,,Moreau,1134288,16,good,TEACHER,PROFESSOR,4.4
Women's Studies,1484,University of Toronto - St. George Campus,Kathryn,,Morgan,391433,12,good,TEACHER,PROFESSOR,3.7
French,1484,University of Toronto - St. George Campus,Chrystel,,Morgan,839884,12,poor,TEACHER,PROFESSOR,1.9
Psychology,1484,University of Toronto - St. George Campus,Hywel,,Morgan,977370,16,good,TEACHER,PROFESSOR,4.3
English,1484,University of Toronto - St. George Campus,Naomi,,Morgenstern,110961,10,good,TEACHER,PROFESSOR,4.4
History,1484,University of Toronto - St. George Campus,Jennifer,,Mori,45403,34,average,TEACHER,PROFESSOR,3.2
English,1484,University of Toronto - St. George Campus,T,,Moritz,204621,13,good,TEACHER,PROFESSOR,4.5
English,1484,University of Toronto - St. George Campus,Al,,Moritz,892761,17,good,TEACHER,PROFESSOR,3.9
Chemistry,1484,University of Toronto - St. George Campus,Barb,,Morra,1804609,18,good,TEACHER,PROFESSOR,4.9
Chemistry,1484,University of Toronto - St. George Campus,Nick,,Morra,1902337,17,good,TEACHER,PROFESSOR,4.8
Physics,1484,University of Toronto - St. George Campus,Stephen,,Morris,166998,20,poor,TEACHER,PROFESSOR,2.4
Chemistry,1484,University of Toronto - St. George Campus,Robert,,Morris,900252,5,poor,TEACHER,PROFESSOR,1.9
Philosophy,1484,University of Toronto - St. George Campus,Margaret,,Morrison,48984,13,average,TEACHER,PROFESSOR,2.9
Economics,1484,University of Toronto - St. George Campus,Peter,,Morrow,1330023,6,good,TEACHER,PROFESSOR,3.5
Medicine,1484,University of Toronto - St. George Campus,Cindi,,Morshead,1270802,6,good,TEACHER,PROFESSOR,4.9
Civil Engineering,1484,University of Toronto - St. George Campus,Pedram,,Mortazavi,2518275,2,good,TEACHER,PROFESSOR,5.0
English,1484,University of Toronto - St. George Campus,Nick,,Morwood,1829113,1,good,TEACHER,PROFESSOR,4.0
Biology,1484,University of Toronto - St. George Campus,Alan,,Moses,2343350,0,zero,TEACHER,PROFESSOR,N/A
Near amp Middle Eastern Civilizations,1484,University of Toronto - St. George Campus,Abolfazl,,Moshiri,2502233,0,zero,TEACHER,PROFESSOR,N/A
Languages,1484,University of Toronto - St. George Campus,Alex,,Moshkin,2462815,1,good,TEACHER,PROFESSOR,5.0
Statistics,1484,University of Toronto - St. George Campus,Hadas,,Moshonov,642604,17,average,TEACHER,PROFESSOR,3.4
Electrical Engineering,1484,University of Toronto - St. George Campus,Andreas,,Moshovos,55185,9,good,TEACHER,PROFESSOR,4.3
Mathematics,1484,University of Toronto - St. George Campus,Daniel,,Moskovich,1538576,0,zero,TEACHER,PROFESSOR,N/A
English,1484,University of Toronto - St. George Campus,Andrea,,Most,236479,22,good,TEACHER,PROFESSOR,4.0
Mechanical Engineering,1484,University of Toronto - St. George Campus,Javad,,Mostaghimi,458392,5,good,TEACHER,PROFESSOR,3.6
Psychology,1484,University of Toronto - St. George Campus,Jennifer,,Motha,2155451,5,poor,TEACHER,PROFESSOR,2.2
Literature,1484,University of Toronto - St. George Campus,Andreas,,Motsch,444952,13,poor,TEACHER,PROFESSOR,1.4
Biology,1484,University of Toronto - St. George Campus,Adam,,Mott,1748618,4,good,TEACHER,PROFESSOR,4.6
Languages,1484,University of Toronto - St. George Campus,Alexandra,,Motut,1817004,3,good,TEACHER,PROFESSOR,4.3
Computer Science,1484,University of Toronto - St. George Campus,Lalla,,Mouatadid,2156055,4,good,TEACHER,PROFESSOR,3.7
Architecture,1484,University of Toronto - St. George Campus,Carol,,Moukheiber,2477545,0,zero,TEACHER,PROFESSOR,N/A
Geology,1484,University of Toronto - St. George Campus,Benjamin,,Moulton,2134145,1,poor,TEACHER,PROFESSOR,1.0
Near & Middle Eastern Civilizations,1484,University of Toronto - St. George Campus,Nada,,Moumtaz,2293555,3,average,TEACHER,PROFESSOR,3.3
English,1484,University of Toronto - St. George Campus,Nick,,Mount,43466,149,good,TEACHER,PROFESSOR,4.6
Economics,1484,University of Toronto - St. George Campus,Ismael,,Mourifie,2102320,6,good,TEACHER,PROFESSOR,4.1
Architecture,1484,University of Toronto - St. George Campus,Manar,,Moursi,2323342,15,average,TEACHER,PROFESSOR,2.5
Mathematics,1484,University of Toronto - St. George Campus,Mariam,,Mourtada,1922585,2,good,TEACHER,PROFESSOR,3.5
Classics,1484,University of Toronto - St. George Campus,Janet,,Mowat,2171870,2,good,TEACHER,PROFESSOR,4.0
Mathematics,1484,University of Toronto - St. George Campus,James ,,Mracek ,2022012,5,average,TEACHER,PROFESSOR,3.2
Languages,1484,University of Toronto - St. George Campus,Florian,,Mueller,2516072,0,zero,TEACHER,PROFESSOR,N/A
Business,1484,University of Toronto - St. George Campus,Esther,,Mui,21576,0,zero,TEACHER,PROFESSOR,N/A
Geography,1484,University of Toronto - St. George Campus,Sanjutka,,Mukherjee,1291400,3,poor,TEACHER,PROFESSOR,1.7
Philosophy,1484,University of Toronto - St. George Campus,Amy,,Mullin,35500,18,good,TEACHER,PROFESSOR,4.2
English,1484,University of Toronto - St. George Campus,Katie,,Mullins,1909873,2,good,TEACHER,PROFESSOR,5.0
Geology,1484,University of Toronto - St. George Campus,James,,Mungall,94777,14,good,TEACHER,PROFESSOR,3.6
Spanish,1484,University of Toronto - St. George Campus,Sanda,,Munjic,578805,11,average,TEACHER,PROFESSOR,2.8
Economics,1484,University of Toronto - St. George Campus,John,,Munro,35078,19,poor,TEACHER,PROFESSOR,2.4
Economics,1484,University of Toronto - St. George Campus,Jennifer,,Murdock,455039,96,good,TEACHER,PROFESSOR,3.8
English,1484,University of Toronto - St. George Campus,Angelo,,Muredda,1827876,13,good,TEACHER,PROFESSOR,4.9
Mathematics,1484,University of Toronto - St. George Campus,Fiona,,Murnaghan,187221,14,good,TEACHER,PROFESSOR,3.9
Philosophy,1484,University of Toronto - St. George Campus,Claudia,,Murphy,101330,0,zero,TEACHER,PROFESSOR,N/A
Women's Studies,1484,University of Toronto - St. George Campus,Michelle,,Murphy,836778,14,good,TEACHER,PROFESSOR,4.1
English,1484,University of Toronto - St. George Campus,Laura,,Murray,468601,0,zero,TEACHER,PROFESSOR,N/A
English,1484,University of Toronto - St. George Campus,Ken,,Murray,2365753,0,zero,TEACHER,PROFESSOR,N/A
Art History,1484,University of Toronto - St. George Campus,Colin,,Murray,2229980,13,good,TEACHER,PROFESSOR,4.4
Mathematics,1484,University of Toronto - St. George Campus,Kumar,,Murty,56392,12,good,TEACHER,PROFESSOR,4.3
History,1484,University of Toronto - St. George Campus,Nakanyike,,Musisi,823864,16,good,TEACHER,PROFESSOR,4.5
Political Science,1484,University of Toronto - St. George Campus,Wambui,,Mwangi,245049,43,good,TEACHER,PROFESSOR,3.8
Art History,1484,University of Toronto - St. George Campus,Brittany,,Myburgh,2499516,2,good,TEACHER,PROFESSOR,5.0
Information Science,1484,University of Toronto - St. George Campus,Chryss,,Mylopoulos,1603580,1,good,TEACHER,PROFESSOR,4.5
Engineering,1484,University of Toronto - St. George Campus,Ali,,Nabavi,2340197,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1484,University of Toronto - St. George Campus,Alexander,,Nabutovsky,99001,16,poor,TEACHER,PROFESSOR,1.9
Engineering,1484,University of Toronto - St. George Campus,Adrian,,Nachman,248140,10,good,TEACHER,PROFESSOR,3.8
French,1484,University of Toronto - St. George Campus,Nadia,,Nacif,2344088,0,zero,TEACHER,PROFESSOR,N/A
Mechanical Engineering,1484,University of Toronto - St. George Campus,David,,Nacson,1460688,12,good,TEACHER,PROFESSOR,4.6
Sociology,1484,University of Toronto - St. George Campus,Chikako,,Nagayama,1624869,5,good,TEACHER,PROFESSOR,3.5
Fine Arts,1484,University of Toronto - St. George Campus,Alex,,Nagel,43432,16,average,TEACHER,PROFESSOR,3.2
Sociology,1484,University of Toronto - St. George Campus,Baljit,,Nagra,1774799,4,good,TEACHER,PROFESSOR,4.5
Mechanical Engineering,1484,University of Toronto - St. George Campus,Hani,,Naguib,1094708,12,good,TEACHER,PROFESSOR,4.2
Linguistics,1484,University of Toronto - St. George Campus,Naomi,,Nagy,1570182,11,average,TEACHER,PROFESSOR,2.6
Civil Engineering,1484,University of Toronto - St. George Campus,Shayan,,Nahrvar,1227503,5,average,TEACHER,PROFESSOR,3.3
Computer Science,1484,University of Toronto - St. George Campus,Lev,,Naiman,1982840,2,poor,TEACHER,PROFESSOR,1.5
Dentistry,1484,University of Toronto - St. George Campus,Zahra,,Najirad,2221711,12,good,TEACHER,PROFESSOR,5.0
Electrical Engineering,1484,University of Toronto - St. George Campus,Farid,N,Najm,1812264,1,good,TEACHER,PROFESSOR,5.0
Classics,1484,University of Toronto - St. George Campus,Dimitri,,Nakassis,1557255,8,good,TEACHER,PROFESSOR,4.5
Biology,1484,University of Toronto - St. George Campus,Eiji,,Nambara,1542979,0,zero,TEACHER,PROFESSOR,N/A
Linguistics,1484,University of Toronto - St. George Campus,Kiranpreet,,Nara,2469184,3,poor,TEACHER,PROFESSOR,1.0
Pharmacology,1484,University of Toronto - St. George Campus,Andrea,,Narducci,1771635,2,good,TEACHER,PROFESSOR,5.0
Computer Science,1484,University of Toronto - St. George Campus,Fatemeh,,Nargesian,2127391,1,good,TEACHER,PROFESSOR,4.0
Anthropology,1484,University of Toronto - St. George Campus,Dave,,Nasairgi,1118934,2,good,TEACHER,PROFESSOR,5.0
Management,1484,University of Toronto - St. George Campus,Afif,,Nassif,2313439,2,good,TEACHER,PROFESSOR,5.0
Economics,1484,University of Toronto - St. George Campus,Vellekoop,,Nathanael,2560147,2,average,TEACHER,PROFESSOR,3.0
Molecular Genetics,1484,University of Toronto - St. George Campus,William,,Navarre,1657386,16,good,TEACHER,PROFESSOR,4.4
Mathematics,1484,University of Toronto - St. George Campus,Beatriz,,Navarro Lameda,2114766,4,good,TEACHER,PROFESSOR,4.5
Statistics,1484,University of Toronto - St. George Campus,Radford,,Neal,553127,6,average,TEACHER,PROFESSOR,2.8
Law,1484,University of Toronto - St. George Campus,Jennifer,,Nedelsky,440872,10,average,TEACHER,PROFESSOR,3.0
Sociology,1484,University of Toronto - St. George Campus,Erica,,Neegan,1112414,5,average,TEACHER,PROFESSOR,3.1
History,1484,University of Toronto - St. George Campus,David,,Neelands,219787,5,good,TEACHER,PROFESSOR,3.7
Statistics,1484,University of Toronto - St. George Campus,Jeffrey,,Negrea,2256518,3,good,TEACHER,PROFESSOR,3.7
Astronomy,1484,University of Toronto - St. George Campus,Hilding,,Neilson,2052261,10,poor,TEACHER,PROFESSOR,2.3
Mechanical Engineering,1484,University of Toronto - St. George Campus,Goldie,,Nejat,1619642,3,average,TEACHER,PROFESSOR,2.5
Near & Middle Eastern Civilizations,1484,University of Toronto - St. George Campus,Sajjad,,Nejatie,2546161,5,average,TEACHER,PROFESSOR,3.2
Continuing Education,1484,University of Toronto - St. George Campus,Marina,,Nemat,1886556,0,zero,TEACHER,PROFESSOR,N/A
Science,1484,University of Toronto - St. George Campus,Barth,,Netterfield,43221,47,good,TEACHER,PROFESSOR,3.8
Music,1484,University of Toronto - St. George Campus,Tim,,Neufeldt,1174183,4,good,TEACHER,PROFESSOR,4.6
Molecular Biosciences,1484,University of Toronto - St. George Campus,Melody,,Neumann,2209296,18,average,TEACHER,PROFESSOR,2.9
Political Science,1484,University of Toronto - St. George Campus,Kate,,Neville,2234825,4,good,TEACHER,PROFESSOR,4.0
Political Science,1484,University of Toronto - St. George Campus,Neil,,Nevitte,48006,8,average,TEACHER,PROFESSOR,3.2
Mechanical Engineering,1484,University of Toronto - St. George Campus,Duncan,,Newman,48734,22,good,TEACHER,PROFESSOR,3.5
Social Work,1484,University of Toronto - St. George Campus,Peter,,Newman,567620,3,good,TEACHER,PROFESSOR,4.2
Theology,1484,University of Toronto - St. George Campus,Judith,,Newman,1702388,1,good,TEACHER,PROFESSOR,4.0
Chemical Engineering,1484,University of Toronto - St. George Campus,Roger,,Newman,1993515,4,poor,TEACHER,PROFESSOR,1.0
Womens amp Gender Studies,1484,University of Toronto - St. George Campus,Laine,Zisman,Newman,2498813,1,good,TEACHER,PROFESSOR,5.0
History,1484,University of Toronto - St. George Campus,Melanie,,Newton,46537,23,average,TEACHER,PROFESSOR,3.3
Electrical Engineering,1484,University of Toronto - St. George Campus,Wai Tung,,Ng,56028,19,average,TEACHER,PROFESSOR,3.0
Political Science,1484,University of Toronto - St. George Campus,Julie,,Nguyen,794927,3,poor,TEACHER,PROFESSOR,2.2
Mathematics,1484,University of Toronto - St. George Campus,Mihai,,Nica,2289649,15,good,TEACHER,PROFESSOR,4.9
History,1484,University of Toronto - St. George Campus,Sylvia,,Nickerson,2472901,3,average,TEACHER,PROFESSOR,3.0
Psychology,1484,University of Toronto - St. George Campus,Laura,,Niemi,2426070,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1484,University of Toronto - St. George Campus,Laura,,Niemi,2426101,1,poor,TEACHER,PROFESSOR,1.0
Architecture,1484,University of Toronto - St. George Campus,Reza,,Nik,2301511,4,good,TEACHER,PROFESSOR,4.8
Humanities,1484,University of Toronto - St. George Campus,Emmanuel,,Nikiema,102063,9,average,TEACHER,PROFESSOR,3.3
Mathematics,1484,University of Toronto - St. George Campus,Nikita,,Nikolaev,2115570,5,good,TEACHER,PROFESSOR,5.0
Sociology,1484,University of Toronto - St. George Campus,Jamie,,Nikolaou,1600477,2,good,TEACHER,PROFESSOR,3.8
Computer Science,1484,University of Toronto - St. George Campus,Aleksandar,,Nikolov,2340488,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1484,University of Toronto - St. George Campus,Mohammad,,Niksirat,2107529,45,good,TEACHER,PROFESSOR,4.4
English,1484,University of Toronto - St. George Campus,David,,Nimmo,134340,14,good,TEACHER,PROFESSOR,4.4
Chemistry,1484,University of Toronto - St. George Campus,Mark,,Nitz,722059,13,good,TEACHER,PROFESSOR,4.2
Social Science,1484,University of Toronto - St. George Campus,Kevin,,Nixon,2125578,4,good,TEACHER,PROFESSOR,4.8
Religion,1484,University of Toronto - St. George Campus,Yigal,,Nizri,1910148,7,good,TEACHER,PROFESSOR,4.6
Engineering,1484,University of Toronto - St. George Campus,Jun,,Nogami,466418,7,good,TEACHER,PROFESSOR,4.7
Health Science,1484,University of Toronto - St. George Campus,Cameron,,Norman,1436530,1,good,TEACHER,PROFESSOR,4.5
Political Science,1484,University of Toronto - St. George Campus,Carla,,Norrlof,223045,29,poor,TEACHER,PROFESSOR,2.0
Materials Engineering,1484,University of Toronto - St. George Campus,Tom,,North,174095,13,average,TEACHER,PROFESSOR,2.6
Architecture,1484,University of Toronto - St. George Campus,Alissa,,North,2452903,1,good,TEACHER,PROFESSOR,4.0
History,1484,University of Toronto - St. George Campus,Linda,,Northrup,18353,21,average,TEACHER,PROFESSOR,2.6
Engineering,1484,University of Toronto - St. George Campus,Graeme,,Norval,463246,7,good,TEACHER,PROFESSOR,3.7
Civil Engineering,1484,University of Toronto - St. George Campus,Mehdi,,Nourinejad,1958717,3,good,TEACHER,PROFESSOR,3.8
Philosophy,1484,University of Toronto - St. George Campus,David,,Novak,484676,12,good,TEACHER,PROFESSOR,3.9
English,1484,University of Toronto - St. George Campus,Miriam,,Novick,1827931,2,good,TEACHER,PROFESSOR,4.8
Languages,1484,University of Toronto - St. George Campus,John,,Noyes,420297,4,good,TEACHER,PROFESSOR,5.0
Geography,1484,University of Toronto - St. George Campus,James,,Nugent,1707648,8,good,TEACHER,PROFESSOR,3.5
Civil Engineering,1484,University of Toronto - St. George Campus,Khandker,,Nurul Habib,2099640,9,good,TEACHER,PROFESSOR,5.0
Philosophy,1484,University of Toronto - St. George Campus,Cathal,,O Madagain,626710,5,good,TEACHER,PROFESSOR,3.7
Architecture,1484,University of Toronto - St. George Campus,Brian,,O'Brian,2473102,2,good,TEACHER,PROFESSOR,5.0
Science,1484,University of Toronto - St. George Campus,J,,O'Brien,30456,4,average,TEACHER,PROFESSOR,2.5
Religion,1484,University of Toronto - St. George Campus,Michael,,O'Connor,843378,8,good,TEACHER,PROFESSOR,4.0
Not Specified,1484,University of Toronto - St. George Campus,Sarah,,O'Connor,1556227,1,good,TEACHER,PROFESSOR,5.0
English,1484,University of Toronto - St. George Campus,John,,O'Connor,343010,64,average,TEACHER,PROFESSOR,3.4
Nutrition,1484,University of Toronto - St. George Campus,Deborah,,O'Connor ,1987585,3,average,TEACHER,PROFESSOR,2.5
Pharmacology,1484,University of Toronto - St. George Campus,Brian,,O'Dowd,1217016,0,zero,TEACHER,PROFESSOR,N/A
English,1484,University of Toronto - St. George Campus,Siobhan,,O'Flynn,1909875,5,good,TEACHER,PROFESSOR,4.8
Criminal Justice,1484,University of Toronto - St. George Campus,William,,O'Grady,88896,10,good,TEACHER,PROFESSOR,3.6
Mechanical Engineering,1484,University of Toronto - St. George Campus,John,,O'Keefe,2468862,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1484,University of Toronto - St. George Campus,David,,O'Neill,2502942,0,zero,TEACHER,PROFESSOR,N/A
Religion,1484,University of Toronto - St. George Campus,Kevin,,O'Neill,1432670,11,good,TEACHER,PROFESSOR,4.7
Religion,1484,University of Toronto - St. George Campus,Patricia,,O'Reilly,2352019,0,zero,TEACHER,PROFESSOR,N/A
Languages,1484,University of Toronto - St. George Campus,Dragana,,Obradovic,1426986,7,good,TEACHER,PROFESSOR,4.8
History,1484,University of Toronto - St. George Campus,Urs,,Obrist,430720,20,good,TEACHER,PROFESSOR,4.5
English,1484,University of Toronto - St. George Campus,L,,Odozor,264497,24,good,TEACHER,PROFESSOR,3.8
Management,1484,University of Toronto - St. George Campus,John,,Oesch,464677,35,average,TEACHER,PROFESSOR,3.3
Medicine,1484,University of Toronto - St. George Campus,James,,Oestreicher,1282311,0,zero,TEACHER,PROFESSOR,N/A
Continuing Education,1484,University of Toronto - St. George Campus,Joseph,,Ogilvie,1697193,2,good,TEACHER,PROFESSOR,4.8
