attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,average,poor,average,0,32532945,0,,average,3,CRI491,He clearly loves the sound of his own voice and his &quot;edginess&quot; but I guess that's what you get. He knows his stuff but I didn't find his lectures jaw dropping or amazing and don't feel that I learned anything really new from him. Generally decent course that fit into my schedule but not the best I've had,12/05/2019,1.0,1.0,,3,N/A,3.0,3.0,1,No,1575524553000,No,1484,Yes,,A,"['Graded by few things', 'Participation matters']",people,people
