attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
N/A,poor,good,poor,0,18414024,0,,awful,1,POL203,"The worst class ever. Both Hurl and Schl were awful. The first scattered and cared more about trying comedy; the second showed us videos and never followed the syllabus. The TAs were awful except for Matt who was amazing. He should have taught the class. Profs not in sync. Course needs an overhaul, not Hurl. Not the only one to hate this course.",04/14/2011,5.0,5.0,,1,Low,1.0,1.0,1,No,1302823760000,N/A,1484,N/A,,N/A,[],people,people
