attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,average,good,0,31232077,0,,good,4,DRM101,"His DRM101 class is very much a hand-holding class. There's LOTS of short responses for completion grades, so that's smooth sailing. He does have harsh ideas about &quot;good writing&quot; though so beware. He is very active in the acting community and is very knowledgable so I enjoyed the lectures. I recommend attending tutorial if you want to skip lecture.",01/09/2019,3.0,3.0,,4,N/A,4.0,4.0,1,Yes,1547062197000,Yes,1484,Yes,,N/A,"['Respected', 'Tough grader', 'Clear grading criteria']",people,people
