attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,average,good,0,32619013,0,,awesome,5,INI432H1,She co-founded Doblin Canada (a boutique consulting firm that was acquired by Deloitte). And she actually teaches in the Urban Studies department not geography! But she's really an amazing prof that will go above &amp; beyond for her students. And she really likes to see all of her students succeed in &amp; outside of class!,12/12/2019,3.0,3.0,,5,N/A,5.0,5.0,1,No,1576111697000,Yes,1484,Yes,,N/A,"['Accessible outside class', 'Gives good feedback', 'Respected']",people,people
