attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,poor,average,poor,0,32830674,0,,awful,1,VIC235,"VIC235 was fun and interesting. I loved the content, did well, but found she was a dreadful professor. 1. Unresponsive, slow to mark, with no feedback; so late that we could not improve for next assignments. 2. No rubrics or assignment descriptions. Marking policy differed from syllabus with no warning. 3. Generally not transparent or organized.",01/13/2020,2.0,2.0,,1,N/A,1.0,1.0,1,No,1578948785000,No,1484,Yes,,A,[],people,people
